#########################################################################################################################################################################################################################################
# Investigation Details
# ======================
# Investigator Name: Solomon Sonya
# Investigation Description: Magnet Virtual Summit 2020 CTF - Memory
# Investigation Date: 2022-01-17-2008:58
#
# Analysis Framework
# ======================
# Analysis Framework Name: Xavier Framework
# Analysis Framework Version: 2.114
#
# Memory Analysis Binary
# ======================
# File Name: vol_2.6.exe	 File Size: 15.79 MBs	 Creation Date: 2022-01-16-1019:29	 Last Accessed: 2022-01-17-1948:58	 Last Modified: 2021-02-28-2253:29	 
# MD5: 2fc05486a3fe93cef213cc37748bf556	 SHA-256: 672a00461ffb8d59536c86192450b66d552e67809fc8584d1792b42b22c5f4e1	 
#
# Analysis Image Details
# ======================
# Memory Image Path: C:\xavier\xavier_framework\import\memory_image\memdump.mem
# File Name: memdump.mem	 File Size: 5.37 GBs	 Creation Date: 2022-01-17-2008:08	 Last Accessed: 2022-01-17-2008:13	 Last Modified: 2021-10-14-2125:48	 
# MD5: 224f93209cbea29e862890f30dfa762d	 SHA-256: 18e9007993c45f813dd5bd23b6bf6ad703d3e6ac70effd9c47a310a8443c7b8a	 
#
# Plugin Details
# ======================
# Plugin Name: filescan
# Plugin Description: Pool scanner for file objects
#
# Execution Details
# ======================
# Execution Command: "C:\xavier\xavier_framework\import\memory_analysis\vol_2.6.exe" -f "C:\xavier\xavier_framework\import\memory_image\memdump.mem" filescan --profile=Win7SP1x64
#########################################################################################################################################################################################################################################


Volatility Foundation Volatility Framework 2.6
Offset(P)            #Ptr   #Hnd Access Name
0x000000013d7db980      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013d7dd720     12      0 R--rwd \Device\HarddiskVolume1\Windows\System32\drprov.dll
0x000000013d7e19a0     12      0 R--rwd \Device\HarddiskVolume1\Windows\System32\wscinterop.dll
0x000000013d7e5c70     10      0 R--r-d \Device\HarddiskVolume1\Windows\System32\usbmon.dll
0x000000013d7e64e0     12      0 R--rwd \Device\HarddiskVolume1\Program Files\Windows Defender\MpOAV.dll
0x000000013d7e6f20     10      0 R--r-d \Device\HarddiskVolume1\Windows\System32\PrintIsolationProxy.dll
0x000000013d7e84c0     16      0 R--r-d \Device\HarddiskVolume1\Windows\System32\localspl.dll
0x000000013d7e8970     15      0 R--rwd \Device\HarddiskVolume1\Windows\System32\hidserv.dll
0x000000013d7e8ac0      9      0 R--r-d \Device\HarddiskVolume1\Windows\System32\spoolss.dll
0x000000013d7ea870      6      0 R--r-d \Device\HarddiskVolume1\Windows\System32\WSDApi.dll
0x000000013d7ecae0      1      1 R--r-- \Device\HarddiskVolume1\Windows\Fonts\timesi.ttf
0x000000013d7ed710      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\fundisc.dll
0x000000013d7efaf0      7      0 R--rwd \Device\HarddiskVolume1\Windows\System32\apds.dll
0x000000013d7f0f20     16      0 R--r-- \Device\HarddiskVolume1\Windows\inf\netserv.PNF
0x000000013d7f1b70     12      0 R--r-d \Device\HarddiskVolume1\Windows\System32\odbcint.dll
0x000000013d7f1f20      3      0 R--r-d \Device\HarddiskVolume1\Windows\System32\comsvcs.dll
0x000000013d7f4d20      1      1 R--r-- \Device\HarddiskVolume1\Windows\Registration\R000000000006.clb
0x000000013d7fe390     16      0 R--rwd \Device\HarddiskVolume1\Windows\System32\C_20127.NLS
0x000000013d7ffab0      3      0 R--r-d \Device\HarddiskVolume1\Windows\System32\odbc32.dll
0x000000013d800440     15      0 R--rwd \Device\HarddiskVolume1\Windows\System32\WFS.exe
0x000000013d80c070      2      1 ------ \Device\Afd\Endpoint
0x000000013d810750      2      1 -W-rw- \Device\HarddiskVolume1\Users\Warren\AppData\Local\Google\Chrome\User Data\Default\GCM Store\000003.log
0x000000013d8113d0     33      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013d811770      1      1 RW-rw- \Device\HarddiskVolume1\Users\Warren\AppData\Local\Google\Chrome\User Data\Default\shared_proto_db\metadata\LOCK
0x000000013d811f20      1      0 RW-rwd \Device\HarddiskVolume1\$PrepareToShrinkFileSize
0x000000013d812d10     17      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013d813d30      1      1 -W-rw- \Device\HarddiskVolume1\Users\Warren\AppData\Local\Google\Chrome\User Data\Default\File System\003\p\Paths\MANIFEST-000001
0x000000013d814dc0      1      1 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\kernel32.dll.mui
0x000000013d8158e0     11      1 RW-r-d \Device\HarddiskVolume1\Windows\ServiceProfiles\LocalService\AppData\Local\~FontCache-System.dat
0x000000013d820880     17      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013d8245d0      1      1 R--rw- \Device\HarddiskVolume1\Windows\System32
0x000000013d824f20      2      1 ------ \Device\NamedPipe
0x000000013d8298a0     16      0 R--r-d \Device\HarddiskVolume1\Windows\System32\dhcpcore6.dll
0x000000013d82b340      1      1 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\DWrite.dll.mui
0x000000013d82c1e0      1      1 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\user32.dll.mui
0x000000013d82c480      1      1 R--r-- \Device\HarddiskVolume1\Windows\Registration\R000000000006.clb
0x000000013d82df20      2      1 ------ \Device\NamedPipe\Windows\assembly\GAC_64\mscorlib\2
0x000000013d82e070      1      1 R--rw- \Device\HarddiskVolume1\Windows\System32
0x000000013d82ebe0      1      1 ------ \Device\Afd\Endpoint
0x000000013d82f4e0      2      2 R--r-- \Device\HarddiskVolume1\Windows\Fonts\tahoma.ttf
0x000000013d82fb40     33      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013d838430     17      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013d843480      2      1 ------ \Device\Afd\Endpoint
0x000000013d843bc0      1      1 RW-r-d \Device\HarddiskVolume1\Windows\System32\winevt\Logs\DebugChannel.etl
0x000000013d84bf20      2      1 ------ \Device\Afd\Endpoint
0x000000013d84d070     15      0 R--r-- \Device\HarddiskVolume1\ProgramData\Microsoft\User Account Pictures\user.bmp
0x000000013d84d1d0      4      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013d84d830      3      0 R--r-d \Device\HarddiskVolume1\Windows\System32\dnsrslvr.dll
0x000000013d85cf20     10      0 R--r-d \Device\HarddiskVolume1\Windows\System32\bitsigd.dll
0x000000013d85d920     12      0 R--r-d \Device\HarddiskVolume1\Windows\System32\imageres.dll
0x000000013d86ef20      1      1 R--r-d \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.windows.c..-controls.resources_6595b64144ccf1df_6.0.7600.16385_en-us_106f9be843a9b4e3\comctl32.dll.mui
0x000000013d86f4c0     33      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013d87b070      1      1 ------ \Device\Afd\Endpoint
0x000000013d87d720     12      0 R--r-d \Device\HarddiskVolume1\Windows\System32\dhcpcsvc6.dll
0x000000013d881070      3      1 R--rwd \Device\HarddiskVolume1\Windows\System32\drivers\etc
0x000000013d882620      2      1 ------ \Device\Afd\Endpoint
0x000000013d885250      1      1 R--r-- \Device\HarddiskVolume1\Windows\Registration\R000000000006.clb
0x000000013d8863d0      6      0 R--r-d \Device\HarddiskVolume1\Windows\System32\shsvcs.dll
0x000000013d887070     16      0 R--rwd \Device\HarddiskVolume1\ProgramData\Microsoft\Search\Data\Applications\Windows\GatherLogs\SystemIndex\SystemIndex.8.gthr
0x000000013d887430     17      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013d88fc10      2      1 RW-r-- \Device\HarddiskVolume1\Users\Warren\AppData\Local\Microsoft\Windows\UsrClass.dat{3fd2f15d-82a0-11ea-82e9-001a7dda710a}.TMContainer00000000000000000001.regtrans-ms
0x000000013d88ff20      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.18837_none_fa3b1e3d17594757
0x000000013d894a20     20      2 -W-rw- \Device\HarddiskVolume1\ProgramData\VMware\VMware VGAuth\logfile.txt.0
0x000000013d8958f0      1      1 ------ \Device\NamedPipe\atsvc
0x000000013d895d60      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\provsvc.dll
0x000000013d89a5c0      7      0 R--r-d \Device\HarddiskVolume1\Windows\System32\schedsvc.dll
0x000000013d89b370     14      0 R--r-d \Device\HarddiskVolume1\Windows\System32\ktmw32.dll
0x000000013d89c4f0     10      0 R--r-d \Device\HarddiskVolume1\Windows\System32\tbs.dll
0x000000013d89e0f0     16      0 R--r-d \Device\HarddiskVolume1\Windows\System32\fveapi.dll
0x000000013d89e2c0     10      0 R--r-d \Device\HarddiskVolume1\Windows\System32\wiarpc.dll
0x000000013d8a07b0     11      0 R--r-d \Device\HarddiskVolume1\Windows\System32\fvecerts.dll
0x000000013d8a13b0      3      0 R--r-d \Device\HarddiskVolume1\Windows\System32\taskcomp.dll
0x000000013d8a1540     18      1 RW-r-- \Device\HarddiskVolume1\Windows\Tasks\SCHEDLGU.TXT
0x000000013d8a1c90     13      0 R--rwd \Device\HarddiskVolume1\Windows\SysWOW64\credssp.dll
0x000000013d8a2b60     16      0 R--r-- \Device\HarddiskVolume1\Windows\inf\lltdio.PNF
0x000000013d8aaa90      2      1 ------ \Device\Afd\Endpoint
0x000000013d8ab330      1      1 ------ \Device\NamedPipe\atsvc
0x000000013d8ab480      2      1 R--rw- \Device\HarddiskVolume1\Windows\Tasks
0x000000013d8ab5d0      2      1 ------ \Device\NamedPipe\atsvc
0x000000013d8ad3e0      2      1 ------ \Device\Afd\Endpoint
0x000000013d8af070      2      1 ------ \Device\NamedPipe\Winsock2\CatalogChangeListener-70-0
0x000000013d8afcc0      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013d8b1aa0      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.18837_none_fa3b1e3d17594757
0x000000013d8b3cb0     12      0 R--rwd \Device\HarddiskVolume1\Windows\System32\taskbarcpl.dll
0x000000013d8b4c80      2      1 ------ \Device\NamedPipe\mojo.3384.3540.3034608764433878499
0x000000013d8b4dd0      2      1 ------ \Device\NamedPipe\mojo.3384.3540.2895328626801297815
0x000000013d8b5720      1      1 R--r-- \Device\HarddiskVolume1\Windows\Fonts\ariali.ttf
0x000000013d8c1ce0      2      1 ------ \Device\Afd\Endpoint
0x000000013d8c6f20      2      1 ------ \Device\Afd\Endpoint
0x000000013d8cab90      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.windows.gdiplus_6595b64144ccf1df_1.1.7601.23894_none_145eb2808b8d6928
0x000000013d8ce460      3      0 R--rwd \Device\HarddiskVolume1\Windows\System32\mfc42u.dll
0x000000013d8d4430     16      0 R--rwd \Device\HarddiskVolume1\Windows\Resources\Ease of Access Themes\classic.theme
0x000000013d8d7070      1      1 R--rw- \Device\HarddiskVolume1\Windows\System32
0x000000013d8e7180      1      1 ------ \Device\NamedPipe\browser
0x000000013d8e89e0      1      1 R--r-- \Device\HarddiskVolume1\Windows\Registration\R000000000006.clb
0x000000013d8e9330     17      0 R--r-- \Device\HarddiskVolume1\Windows\System32\catroot2\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\catdb
0x000000013d8f4f20     17      0 -W-rw- \Device\HarddiskVolume1\Users\Warren\AppData\Local\Google\Chrome\User Data\Default\000117.ldb
0x000000013d8f6bf0     16      0 R--rwd \Device\HarddiskVolume1\Windows\winsxs\FileMaps\$$_help_mui_0409_c7942094fabea651.cdf-ms
0x000000013d8f9960      9      0 R--r-d \Device\HarddiskVolume1\Windows\System32\BFE.DLL
0x000000013d8fc330      2      1 ------ \Device\NamedPipe\mojo.3384.3540.11724754554119284456
0x000000013d8feea0     16      0 R--r-- \Device\HarddiskVolume1\Windows\System32\wbem\WmiPrvSE.exe
0x000000013d9042f0      2      1 ------ \Device\Afd\Endpoint
0x000000013d907330      1      1 ------ \Device\NamedPipe\TermSrv_API_service
0x000000013d907bc0      1      1 RW-r-d \Device\HarddiskVolume1\Windows\System32\winevt\Logs\Microsoft-RMS-MSIPC%4Debug.etl
0x000000013d90b480      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\umb.dll
0x000000013d90d130     18      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013d9105f0      8      0 R--r-- \Device\HarddiskVolume1\ProgramData\Microsoft\Windows\Caches\{DDF571F2-BE98-426D-8288-1A9A39C3FDA2}.2.ver0x0000000000000002.db
0x000000013d911070     12      0 R--r-- \Device\HarddiskVolume1\ProgramData\Microsoft\Windows\Caches\{6AF0698E-D558-4F6E-9B3C-3716689AF493}.2.ver0x0000000000000012.db
0x000000013d911f20      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.18837_none_fa3b1e3d17594757
0x000000013d913290      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013d9133e0     16      0 R--rw- \Device\HarddiskVolume1\ProgramData\Microsoft\Windows\Caches\cversions.2.db
0x000000013d913bc0     18      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013d913f20      1      1 R--r-- \Device\HarddiskVolume1\Windows\Registration\R000000000006.clb
0x000000013d91dbb0      6      0 R--r-d \Device\HarddiskVolume1\Windows\System32\wbem\WmiPrvSE.exe
0x000000013d922de0      7      0 R--r-- \Device\HarddiskVolume1\Windows\Prefetch\MSIEXEC.EXE-B5AFA339.pf
0x000000013d927630      2      0 RWDrwd \Device\HarddiskVolume1\Users\Warren\AppData\Local\Google\Chrome\User Data\ShaderCache\GPUCache\data_3
0x000000013d92c5a0      2      1 R--rwd \Device\HarddiskVolume1\Users\Warren\AppData\Local\Microsoft\Credentials
0x000000013d932a00     10      0 R--r-d \Device\HarddiskVolume1\Windows\System32\perfdisk.dll
0x000000013d9357f0      2      1 ------ \Device\Afd\Endpoint
0x000000013d93af20      6      0 R--rwd \Device\HarddiskVolume1\Windows\SysWOW64\dnsapi.dll
0x000000013d948920     14      0 R--r-d \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\ssleay32.dll
0x000000013d94b320     19      1 RW-r-- \Device\HarddiskVolume1\Windows\System32\winevt\Logs\Microsoft-Windows-User Profile Service%4Operational.evtx
0x000000013d94cac0     16      0 R--r-d \Device\HarddiskVolume1\Windows\System32\msvcp100.dll
0x000000013d94db10     13      0 R--r-d \Device\HarddiskVolume1\Windows\System32\MPSSVC.dll
0x000000013d950220     14      1 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\FirewallAPI.dll.mui
0x000000013d952270     18      1 RW-r-- \Device\HarddiskVolume1\Windows\System32\winevt\Logs\Microsoft-Windows-Kernel-StoreMgr%4Operational.evtx
0x000000013d954e70     33      1 RW-r-- \Device\HarddiskVolume1\Windows\System32\winevt\Logs\Microsoft-Windows-OfflineFiles%4Operational.evtx
0x000000013d95ae60     19      1 -W-rw- \Device\HarddiskVolume1\Users\Warren\AppData\Local\Google\Chrome\User Data\Default\Feature Engagement Tracker\EventDB\LOG
0x000000013d95cbb0     19      1 -W-rw- \Device\HarddiskVolume1\Users\Warren\AppData\Local\Google\Chrome\User Data\Default\File System\Origins\LOG
0x000000013d95e690     19      1 -W-rw- \Device\HarddiskVolume1\Users\Warren\AppData\Local\Google\Chrome\User Data\Default\AutofillStrikeDatabase\LOG
0x000000013d95ebc0     33      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013d95ed10      1      1 RW-rw- \Device\HarddiskVolume1\Users\Warren\AppData\Local\Google\Chrome\User Data\Default\AutofillStrikeDatabase\LOCK
0x000000013d963930     12      0 R--r-d \Device\HarddiskVolume1\Windows\System32\WinSCard.dll
0x000000013d96b070     12      0 R--rwd \Device\HarddiskVolume1\Windows\System32\syncui.dll
0x000000013d96ba20      9      0 R--r-d \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\libeay32.dll
0x000000013d96bf20      7      0 R--r-d \Device\HarddiskVolume1\Windows\System32\wkssvc.dll
0x000000013d96dac0     10      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013d96dc90      1      1 ------ \Device\NamedPipe\wkssvc
0x000000013d96ff20     19      1 RW-r-- \Device\HarddiskVolume1\Windows\System32\winevt\Logs\Microsoft-Windows-BranchCacheSMB%4Operational.evtx
0x000000013d970780      1      1 R--rw- \Device\HarddiskVolume1\Windows\System32
0x000000013d974410      4      0 R--r-- \Device\HarddiskVolume1\Windows\SysWOW64\ntdll.dll
0x000000013d974910     18      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013d974df0      1      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013d974f20      1      1 RW---- \Device\HarddiskVolume1\Windows\System32\config\SECURITY.LOG2
0x000000013d978490      1      1 R--r-- \Device\HarddiskVolume1\Windows\Registration\R000000000006.clb
0x000000013d97b2f0     19      1 -W-rw- \Device\HarddiskVolume1\Users\Warren\AppData\Local\Google\Chrome\User Data\Default\LOG
0x000000013d97b650      3      3 R--r-- \Device\HarddiskVolume1\Windows\Fonts\consola.ttf
0x000000013d97fb60      6      0 R--r-d \Device\HarddiskVolume1\Windows\System32\dps.dll
0x000000013d97fcb0     11      0 R--r-d \Device\HarddiskVolume1\Windows\System32\wfapigp.dll
0x000000013d9848b0      1      1 R--r-- \Device\HarddiskVolume1\Windows\Registration\R000000000006.clb
0x000000013d985250     17      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013d985420     10      0 R--r-d \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\plugins\vmsvc\deployPkgPlugin.dll
0x000000013d9864d0     14      0 R--r-d \Device\HarddiskVolume1\Windows\System32\webio.dll
0x000000013d986950      1      1 ------ \Device\Afd\Endpoint
0x000000013d986dd0      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013d987070     33      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013d9892b0     10      0 R--r-d \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\plugins\vmsvc\autoLogon.dll
0x000000013d98a6f0      9      0 R--rwd \Device\HarddiskVolume1\Windows\System32\mmcbase.dll
0x000000013d98ac80      1      1 R--rw- \Device\HarddiskVolume1\Windows\System32
0x000000013d98d600      2      1 ------ \Device\NamedPipe\keysvc
0x000000013d98f930     11      0 R--r-d \Device\HarddiskVolume1\Windows\System32\vsstrace.dll
0x000000013d98fde0     18      1 RW-r-- \Device\HarddiskVolume1\Windows\System32\winevt\Logs\Microsoft-Windows-Application-Experience%4Program-Compatibility-Assistant.evtx
0x000000013d990dd0     19      1 RW-r-- \Device\HarddiskVolume1\Windows\System32\winevt\Logs\Microsoft-Windows-Dhcp-Client%4Admin.evtx
0x000000013d995e90     15      0 R--rwd \Device\HarddiskVolume1\Windows\System32\sccls.dll
0x000000013d996c00      1      1 ------ \Device\Afd\Endpoint
0x000000013d997dd0      1      1 -W-rw- \Device\HarddiskVolume1\Users\Warren\AppData\Local\Google\Chrome\User Data\Default\File System\Origins\000003.log
0x000000013d99a070      2      1 ------ \Device\NamedPipe\srvsvc
0x000000013d99a240      1      1 R--r-d \Device\HarddiskVolume1\Windows\Fonts\StaticCache.dat
0x000000013d99b890     13      0 R--r-d \Device\HarddiskVolume1\Windows\SysWOW64\drprov.dll
0x000000013d99c070      1      1 -W-rw- \Device\HarddiskVolume1\Users\Warren\AppData\Local\Google\Chrome\User Data\Default\GCM Store\Encryption\MANIFEST-000001
0x000000013d99c5c0      1      1 -W-rw- \Device\HarddiskVolume1\Users\Warren\AppData\Local\Google\Chrome\User Data\Default\GCM Store\Encryption\000003.log
0x000000013d99d620      1      1 RW-rw- \Device\HarddiskVolume1\Users\Warren\AppData\Local\Google\Chrome\User Data\Default\LOCK
0x000000013d99f950     13      0 R--rwd \Device\HarddiskVolume1\Windows\System32\miguiresource.dll
0x000000013d99fbf0     12      0 R--r-d \Device\HarddiskVolume1\Windows\System32\diagtrack.dll
0x000000013d9a0310      1      1 ------ \Device\Afd\Endpoint
0x000000013d9a24a0     11      0 R--r-d \Device\HarddiskVolume1\Windows\System32\winhttp.dll
0x000000013d9a2a60      3      0 R--r-d \Device\HarddiskVolume1\Windows\System32\PortableDeviceApi.dll
0x000000013d9a36a0      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013d9a3dc0     15      0 R--r-d \Device\HarddiskVolume1\Windows\System32\ncsi.dll
0x000000013d9a53f0     10      0 R--r-d \Device\HarddiskVolume1\Windows\System32\IKEEXT.DLL
0x000000013d9a7430      1      1 ------ \Device\Afd\Endpoint
0x000000013d9a7bf0     16      0 R--r-d \Device\HarddiskVolume1\Windows\System32\sfc_os.dll
0x000000013d9a7f20      3      0 R--r-d \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\VMware VGAuth\libxmlsec-openssl.dll
0x000000013d9abb40      4      0 R--r-d \Device\HarddiskVolume1\Windows\System32\sfc.dll
0x000000013d9ae6c0      5      0 R--r-d \Device\HarddiskVolume1\Windows\System32\aepic.dll
0x000000013d9b47c0      4      0 R--r-d \Device\HarddiskVolume1\Windows\System32\pcasvc.dll
0x000000013d9b5600      7      0 R--r-d \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\intl.dll
0x000000013d9b5dd0      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013d9b75b0     12      0 R--r-d \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\vmtoolsd.exe
0x000000013d9badf0      7      0 R--r-d \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\glib-2.0.dll
0x000000013d9bbae0      7      0 R--r-d \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\pcre.dll
0x000000013d9bdf20      1      1 R--rw- \Device\HarddiskVolume1\Windows\System32
0x000000013d9bf610     14      0 R--r-- \Device\HarddiskVolume1\Windows\System32\drivers\acpi.sys
0x000000013d9bfdd0     14      0 R--r-- \Device\HarddiskVolume1\Windows\System32\clfs.sys
0x000000013d9d0d10      1      1 R--rw- \Device\HarddiskVolume1\Program Files (x86)\Google\Chrome\Application\80.0.3987.163\v8_context_snapshot.bin
0x000000013d9d0e60     17      1 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\werui.dll.mui
0x000000013d9d35b0      1      1 R--r-- \Device\HarddiskVolume1\Windows\Fonts\consolaz.ttf
0x000000013d9d39e0      1      1 ------ \Device\Afd\Endpoint
0x000000013d9e5ae0     14      0 R--r-- \Device\HarddiskVolume1\Windows\System32\drivers\ndis.sys
0x000000013d9ebac0      4      0 R--r-d \Device\HarddiskVolume1\Windows\System32\mscms.dll
0x000000013d9ed380     11      0 R--r-d \Device\HarddiskVolume1\Windows\System32\wbemcomn.dll
0x000000013d9efb70      7      0 R--r-d \Device\HarddiskVolume1\Windows\System32\ssdpapi.dll
0x000000013d9f1d50     12      0 R--r-d \Device\HarddiskVolume1\Windows\System32\utildll.dll
0x000000013d9f1f20     16      0 R--r-- \Device\HarddiskVolume1\Windows\inf\wfplwf.PNF
0x000000013d9f22b0     12      0 R--r-- \Device\HarddiskVolume1\Windows\System32\wuapi.dll
0x000000013d9f3a20     12      0 R--rwd \Device\HarddiskVolume1\Windows\System32\wshext.dll
0x000000013d9f3bf0     14      0 R--r-d \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\VMware VGAuth\libxmlsec.dll
0x000000013d9f4490      9      0 R--r-d \Device\HarddiskVolume1\Windows\System32\pnrpnsp.dll
0x000000013d9f4690      9      0 R--r-d \Device\HarddiskVolume1\Windows\System32\trkwks.dll
0x000000013d9f6c30      1      1 ------ \Device\NamedPipe\trkwks
0x000000013d9fbb80     11      0 R--rwd \Device\HarddiskVolume1\Windows\SysWOW64\mlang.dll
0x000000013d9fca20     17      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013d9fe7e0      2      1 ------ \Device\NamedPipe\trkwks
0x000000013d9fee70     12      0 R--r-d \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\vmtools.dll
0x000000013da00f20      9      0 R--r-d \Device\HarddiskVolume1\Windows\System32\msv1_0.dll
0x000000013da034b0     16      0 R--r-d \Device\HarddiskVolume1\Windows\Fonts\modern.fon
0x000000013da04070      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.18837_none_fa3b1e3d17594757
0x000000013da04710      1      1 -W-rw- \Device\HarddiskVolume1\Windows\debug\PASSWD.LOG
0x000000013da06f20      1      1 ------ \Device\NamedPipe\eventlog
0x000000013da0a610     16      0 R--r-d \Device\HarddiskVolume1\Windows\Fonts\coure.fon
0x000000013da0c780     15      0 R--r-d \Device\HarddiskVolume1\Windows\Fonts\serife.fon
0x000000013da0db30      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\wdigest.dll
0x000000013da0e070      7      0 R--r-d \Device\HarddiskVolume1\Windows\System32\svchost.exe
0x000000013da0e7e0      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\TSpkg.dll
0x000000013da0f450     16      0 R--r-d \Device\HarddiskVolume1\Windows\Fonts\smalle.fon
0x000000013da0fd50     15      0 R--r-d \Device\HarddiskVolume1\Windows\Fonts\sserife.fon
0x000000013da10850     16      0 ------ \Device\HarddiskVolume1\Windows\System32\C_28591.NLS
0x000000013da10bd0     16      0 R--r-d \Device\HarddiskVolume1\Windows\Fonts\smallf.fon
0x000000013da112f0      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\rsaenh.dll
0x000000013da11d00     13      0 R--r-- \Device\HarddiskVolume1\Windows\System32\DriverStore\infstor.dat
0x000000013da12d20     16      0 R--r-d \Device\HarddiskVolume1\Windows\System32\SPInf.dll
0x000000013da159e0      9      0 R--r-d \Device\HarddiskVolume1\Windows\SysWOW64\vmhgfs.dll
0x000000013da15b30      1      1 RW---- \Device\HarddiskVolume1\Windows\ServiceProfiles\NetworkService\NTUSER.DAT.LOG2
0x000000013da15c80     14      0 R--r-d \Device\HarddiskVolume1\Windows\System32\rpcss.dll
0x000000013da163c0      1      1 R--rw- \Device\HarddiskVolume1\Program Files\VMware\VMware Tools
0x000000013da16510      4      0 R--r-d \Device\HarddiskVolume1\Windows\System32\credssp.dll
0x000000013da179d0      1      1 ------ \Device\NamedPipe\protected_storage
0x000000013da17b20      2      1 ------ \Device\NamedPipe\protected_storage
0x000000013da18a70      2      1 R--rwd \Device\HarddiskVolume1\Users\Warren\AppData\Roaming\Microsoft\Windows\Printer Shortcuts
0x000000013da18e60     18      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013da19bd0     13      0 R--r-d \Device\HarddiskVolume1\Windows\System32\dui70.dll
0x000000013da1a370      7      0 R--r-d \Device\HarddiskVolume1\Windows\System32\winbio.dll
0x000000013da1ac90      1      1 ------ \Device\Afd\Endpoint
0x000000013da1c070      6      0 R--r-d \Device\HarddiskVolume1\Windows\System32\BioCredProv.dll
0x000000013da1e6c0      2      1 ------ \Device\NamedPipe\mojo.2208.2864.13987009133774955514
0x000000013da20dc0      8      0 R--rwd \Device\HarddiskVolume1\Windows\Fonts\calibrii.ttf
0x000000013da21070     17      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013da22f20     10      0 R--r-d \Device\HarddiskVolume1\Windows\System32\certprop.dll
0x000000013da23070     11      0 R--r-d \Device\HarddiskVolume1\Windows\System32\tzres.dll
0x000000013da239f0      3      0 R--r-d \Device\HarddiskVolume1\Windows\System32\winbrand.dll
0x000000013da23b40      1      1 ------ \Device\NamedPipe\ntsvcs
0x000000013da23f20      1      1 ------ \Device\NamedPipe\ntsvcs
0x000000013da24960      6      0 R--r-d \Device\HarddiskVolume1\Windows\System32\samlib.dll
