#########################################################################################################################################################################################################################################
# Investigation Details
# ======================
# Investigator Name: Solomon Sonya
# Investigation Description: Magnet Virtual Summit 2020 CTF - Memory
# Investigation Date: 2022-01-17-2008:58
#
# Analysis Framework
# ======================
# Analysis Framework Name: Xavier Framework
# Analysis Framework Version: 2.114
#
# Memory Analysis Binary
# ======================
# File Name: vol_2.6.exe	 File Size: 15.79 MBs	 Creation Date: 2022-01-16-1019:29	 Last Accessed: 2022-01-17-1948:58	 Last Modified: 2021-02-28-2253:29	 
# MD5: 2fc05486a3fe93cef213cc37748bf556	 SHA-256: 672a00461ffb8d59536c86192450b66d552e67809fc8584d1792b42b22c5f4e1	 
#
# Analysis Image Details
# ======================
# Memory Image Path: C:\xavier\xavier_framework\import\memory_image\memdump.mem
# File Name: memdump.mem	 File Size: 5.37 GBs	 Creation Date: 2022-01-17-2008:08	 Last Accessed: 2022-01-17-2008:13	 Last Modified: 2021-10-14-2125:48	 
# MD5: 224f93209cbea29e862890f30dfa762d	 SHA-256: 18e9007993c45f813dd5bd23b6bf6ad703d3e6ac70effd9c47a310a8443c7b8a	 
#
# Plugin Details
# ======================
# Plugin Name: userhandles
# Plugin Description: Dump the USER handle tables
#
# Execution Details
# ======================
# Execution Command: "C:\xavier\xavier_framework\import\memory_analysis\vol_2.6.exe" -f "C:\xavier\xavier_framework\import\memory_image\memdump.mem" userhandles --profile=Win7SP1x64
#########################################################################################################################################################################################################################################


Volatility Foundation Volatility Framework 2.6
**************************************************
SharedInfo: 0xfffff96000385720, SessionId: 0 Shared delta: 0
aheList: 0xfffff900c0400000, Table size: 0x2000, Entry size: 0x18

Object(V)                      Handle bType                 Flags    Thread  Process
0xfffff900c06022a0            0x2007b TYPE_INPUTCONTEXT       0       2852   2852
0xfffff900c06065f0            0x1007c TYPE_WINDOW             0       2672   2672
0xfffff900c0602230            0x3007d TYPE_INPUTCONTEXT       0       1396   1396
0xfffff900c06067d0            0x1007e TYPE_WINDOW             0       2672   2672
0xfffff900c01a53b0            0x2007f TYPE_CURSOR             0     -------- 1396
0xfffff900c0606980            0x10080 TYPE_WINDOW             0       2672   2672
0xfffff900c0601c10            0x20081 TYPE_INPUTCONTEXT       0       1396   1396
0xfffff900c0606b40            0x10082 TYPE_WINDOW             0       2672   2672
0xfffff900c01a77e0            0x20083 TYPE_CURSOR             0     -------- 1396
0xfffff900c0606ce0            0x10084 TYPE_WINDOW             0       2672   2672
0xfffff900c061bc90           0x1d0085 TYPE_INPUTCONTEXT       0       2984   2984
0xfffff900c0606e50            0x10086 TYPE_WINDOW             0       2672   2672
0xfffff900c0606fd0            0x10088 TYPE_WINDOW             0       2672   2672
0xfffff900c1a2ea00            0xb0089 TYPE_CURSOR             0     -------- 3180
0xfffff900c0607140            0x1008a TYPE_WINDOW             0       2672   2672
0xfffff900c1bc78c0            0x9008b TYPE_CURSOR             0     -------- 2672
0xfffff900c06072b0            0x1008c TYPE_WINDOW             0       2672   2672
0xfffff900c01ff610            0x1008d TYPE_TIMER              0     -------- 440
0xfffff900c06076c0            0x2008e TYPE_WINDOW             0       2672   2672
0xfffff900c1a291d0            0x3008f TYPE_CURSOR             0     -------- 2672
0xfffff900c06078b0            0x10090 TYPE_WINDOW             0       2672   2672
0xfffff900c06011d0            0x60091 TYPE_INPUTCONTEXT       0       1396   1396
0xfffff900c1baf590            0x10092 TYPE_TIMER              0     -------- 2672
0xfffff900c1f8de90            0x20093 TYPE_TIMER              0     -------- 2672
0xfffff900c0607a30            0x10094 TYPE_WINDOW             0       2672   2672
0xfffff900c21289d0            0x40095 TYPE_DEVICEINFO         0     -------- -
0xfffff900c0607b70            0x10096 TYPE_INPUTCONTEXT       0       2672   2672
0xfffff900c1b71b90            0x40097 TYPE_CURSOR             0     -------- 440
0xfffff900c0607bc0            0x10098 TYPE_WINDOW             0       2672   2672
0xfffff900c0613e50            0x40099 TYPE_INPUTCONTEXT       0       2672   2672
0xfffff900c0631600            0x3009a TYPE_WINDOW             0       3180   3180
0xfffff900c2128e80            0x2009b TYPE_DEVICEINFO         0     -------- -
0xfffff900c0607d00            0x1009c TYPE_WINDOW             0       2672   2672
0xfffff900c0614810            0x4009d TYPE_INPUTCONTEXT       0       2208   2208
0xfffff900c013c210            0x2009e TYPE_TIMER              0     -------- 2672
0xfffff900c1b2d1e0            0x2009f TYPE_CURSOR             0     -------- 440
0xfffff900c0607f60            0x200a0 TYPE_WINDOW             0       2672   2672
0xfffff900c0601240           0x1500a1 TYPE_INPUTCONTEXT       0       1396   1396
0xfffff900c0608150            0x100a2 TYPE_WINDOW             0       2672   2672
0xfffff900c00b2660            0x200a3 TYPE_CURSOR             0     -------- 440
0xfffff900c06082b0            0x100a4 TYPE_WINDOW             0       2672   2672
0xfffff900c1b8fa70            0x100a5 TYPE_CURSOR             0     -------- 440
0xfffff900c0608620            0x100a6 TYPE_WINDOW             0       2672   2672
0xfffff900c1bb3620            0x100a7 TYPE_CURSOR             0     -------- 440
0xfffff900c0609420            0x500a8 TYPE_WINDOW             0       2672   2672
0xfffff900c1bd8260            0x100a9 TYPE_CURSOR             0     -------- 440
0xfffff900c0609a30            0x500aa TYPE_WINDOW             0       2672   2672
0xfffff900c019f830            0x500ab TYPE_CURSOR             0     -------- 2672
0xfffff900c0609660            0x500ac TYPE_WINDOW             0       2672   2672
0xfffff900c01ed260            0x500ad TYPE_CURSOR             0     -------- 2672
0xfffff900c06097a0            0x500ae TYPE_WINDOW             0       2672   2672
0xfffff900c01e9400            0x500af TYPE_CURSOR             0     -------- 2672
0xfffff900c0609cd0            0x500b0 TYPE_WINDOW             0       2672   2672
0xfffff900c1b8c8e0            0x800b1 TYPE_TIMER              0     -------- 2672
0xfffff900c060bfd0            0x300b2 TYPE_WINDOW             0       2672   2672
0xfffff900c1f11400            0x300b3 TYPE_TIMER              0     -------- 2672
0xfffff900c060b550            0x300b4 TYPE_WINDOW             0       2672   2672
0xfffff900c066c780           0x4f00b5 TYPE_INPUTCONTEXT       0       4332   4332
0xfffff900c060a870            0x400b6 TYPE_WINDOW             0       2672   2672
0xfffff900c1a4a110            0x800b7 TYPE_CURSOR             0     -------- 2672
0xfffff900c0628da0            0x400b8 TYPE_WINDOW             0       2672   2672
0xfffff900c0611400            0x500b9 TYPE_INPUTCONTEXT       0       2928   2928
0xfffff900c060b140            0x400ba TYPE_WINDOW             0       2672   2672
0xfffff900c00e8a60            0x200bb TYPE_TIMER              0     -------- 440
0xfffff900c060b280            0x300bc TYPE_WINDOW             0       2672   2672
0xfffff900c1a2ca00            0x600bd TYPE_CURSOR             0     -------- 3384
0xfffff900c060ae80            0x300be TYPE_WINDOW             0       2672   2672
0xfffff900c0614d10            0x400bf TYPE_MENU               0     -------- 440
0xfffff900c060a710            0x300c0 TYPE_WINDOW             0       2672   2672
0xfffff900c060c560            0x100c1 TYPE_CALLPROC           0     -------- 2672
0xfffff900c060a410            0x300c2 TYPE_WINDOW             0       2672   2672
0xfffff900c1e0be80            0x100c3 TYPE_CURSOR             0     -------- 2672
0xfffff900c0609e10            0x300c4 TYPE_WINDOW             0       2672   2672
0xfffff900c01b3700            0x100c5 TYPE_CURSOR             0     -------- 2672
0xfffff900c0609f50            0x400c6 TYPE_WINDOW             0       2672   2672
0xfffff900c01e9270            0x100c7 TYPE_CURSOR             0     -------- 2672
0xfffff900c060ca50            0x300c8 TYPE_WINDOW             0       2672   2672
0xfffff900c1ee7470            0x100c9 TYPE_CURSOR             0     -------- 2672
0xfffff900c060bda0            0x400ca TYPE_WINDOW             0       2672   2672
0xfffff900c0646260            0x600cb TYPE_INPUTCONTEXT       0       2672   2672
0xfffff900c060a090            0x300cc TYPE_WINDOW             0       2672   2672
0xfffff900c1a0d1d0            0x200cd TYPE_CURSOR             0     -------- 2928
0xfffff900c060cf50            0x300ce TYPE_WINDOW             0       2672   2672
0xfffff900c060a9b0            0x700cf TYPE_INPUTCONTEXT       0       3384   3384
0xfffff900c062a5a0            0x400d0 TYPE_WINDOW             0       3180   3180
0xfffff900c1cf2350            0x300d1 TYPE_CURSOR             0     -------- 2672
0xfffff900c060d440            0x300d2 TYPE_WINDOW             0       2672   2672
0xfffff900c1ee1350            0x400d3 TYPE_ACCELTABLE         0     -------- 2672
0xfffff900c060a2e0            0x400d4 TYPE_WINDOW             0       2672   2672
0xfffff900c1f79f70            0x800d5 TYPE_CURSOR             0     -------- 2672
0xfffff900c060c910            0x300d6 TYPE_WINDOW             0       2672   2672
0xfffff900c26230d0            0x600d7 TYPE_CURSOR             0     -------- 2672
0xfffff900c060d1d0            0x300d8 TYPE_WINDOW             0       2672   2672
0xfffff900c060d300            0x300da TYPE_WINDOW             0       2672   2672
0xfffff900c0612910            0x300db TYPE_INPUTCONTEXT       0       2672   2672
0xfffff900c060c1f0            0x300dc TYPE_WINDOW             0       2672   2672
0xfffff900c1f85db0            0x100dd TYPE_ACCELTABLE         0     -------- 2672
0xfffff900c060dae0            0x300de TYPE_WINDOW             0       2672   2672
0xfffff900c1b8ea70            0x100df TYPE_ACCELTABLE         0     -------- 2672
0xfffff900c060c7d0            0x300e0 TYPE_WINDOW             0       2672   2672
0xfffff900c0657330            0x300e1 TYPE_INPUTCONTEXT       0       1396   1396
0xfffff900c060cb90            0x300e2 TYPE_WINDOW             0       2672   2672
0xfffff900c0608990           0x1c00e3 TYPE_INPUTCONTEXT       0       2672   2672
0xfffff900c062a0f0            0x300e4 TYPE_WINDOW             0       2672   2672
0xfffff900c1a44a00            0x800e5 TYPE_CURSOR             0     -------- 2672
0xfffff900c060d680            0x300e6 TYPE_WINDOW             0       2672   2672
0xfffff900c2024f80            0x300e7 TYPE_ACCELTABLE         0     -------- 2672
0xfffff900c060d090            0x300e8 TYPE_WINDOW             0       2672   2672
0xfffff900c060fa10            0x400e9 TYPE_INPUTCONTEXT       0       2928   2928
0xfffff900c062a220            0x400ea TYPE_WINDOW             0       2672   2672
0xfffff900c0657ad0            0xb00eb TYPE_INPUTCONTEXT       0       2928   2928
0xfffff900c0629e90            0x400ec TYPE_WINDOW             0       2672   2672
0xfffff900c0614c70            0xa00ed TYPE_MENU               0     -------- 440
0xfffff900c0629fc0            0x300ee TYPE_WINDOW             0       2672   2672
0xfffff900c060e170            0x700ef TYPE_INPUTCONTEXT       0       2672   2672
0xfffff900c060a5d0            0x300f0 TYPE_WINDOW             0       2672   2672
0xfffff900c00b93e0            0x400f1 TYPE_TIMER              0     -------- 2672
0xfffff900c062a360            0x300f2 TYPE_WINDOW             0       2672   2672
0xfffff900c1b3aca0            0x900f3 TYPE_CURSOR             0     -------- 2672
0xfffff900c060b690            0x300f4 TYPE_WINDOW             0       2672   2672
0xfffff900c0613060            0x400f5 TYPE_INPUTCONTEXT       0       2672   2672
0xfffff900c060ab40            0x300f6 TYPE_WINDOW             0       2672   2672
0xfffff900c0612600            0x400f7 TYPE_INPUTCONTEXT       0       2208   2208
0xfffff900c060ccd0            0x300f8 TYPE_WINDOW             0       2672   2672
0xfffff900c060f550            0x100f9 TYPE_INPUTCONTEXT       0       2672   2672
0xfffff900c060dfe0            0x100fa TYPE_WINDOW             0       2672   2672
0xfffff900c061b2a0            0x300fb TYPE_INPUTCONTEXT       0       2208   2208
0xfffff900c060e270            0x100fc TYPE_WINDOW             0       2672   2672
0xfffff900c0611bb0            0x200fd TYPE_INPUTCONTEXT       0       2928   2928
0xfffff900c060e3b0            0x100fe TYPE_WINDOW             0       2672   2672
0xfffff900c1aa53a0            0x200ff TYPE_CURSOR             0     -------- 2672
0xfffff900c060e4f0            0x10100 TYPE_WINDOW             0       2672   2672
0xfffff900c06143f0            0x50101 TYPE_INPUTCONTEXT       0       2672   2672
0xfffff900c060e720            0x10102 TYPE_WINDOW             0       2672   2672
0xfffff900c1e11a50            0x40103 TYPE_TIMER              0     -------- 2672
0xfffff900c060e8e0            0x10104 TYPE_WINDOW             0       2672   2672
0xfffff900c0611cc0            0x50105 TYPE_INPUTCONTEXT       0       2672   2672
0xfffff900c060ea20            0x10106 TYPE_WINDOW             0       2672   2672
0xfffff900c0611d30            0x40107 TYPE_INPUTCONTEXT       0       2208   2208
0xfffff900c060eb60            0x10108 TYPE_WINDOW             0       2672   2672
0xfffff900c1be8260            0x30109 TYPE_TIMER              0     -------- 440
0xfffff900c060ee30            0x1010a TYPE_WINDOW             0       2672   2672
0xfffff900c1f00c20            0x1010b TYPE_CURSOR             0     -------- 2928
0xfffff900c060ef70            0xe010c TYPE_WINDOW             0       2208   2208
0xfffff900c1a39180            0x1010d TYPE_CURSOR             0     -------- 2928
0xfffff900c060f0c0            0x1010e TYPE_WINDOW             0       2672   2672
0xfffff900c1e8b640            0x1010f TYPE_CURSOR             0     -------- 2928
0xfffff900c060f230            0x10110 TYPE_WINDOW             0       2672   2672
0xfffff900c1a3b180            0x10111 TYPE_CURSOR             0     -------- 2928
0xfffff900c060f410            0x10112 TYPE_WINDOW             0       2672   2672
0xfffff900c219bb70            0x10113 TYPE_CURSOR             0     -------- 2928
0xfffff900c060f5a0            0x10114 TYPE_WINDOW             0       2672   2672
0xfffff900c21abb70            0x10115 TYPE_CURSOR             0     -------- 2928
0xfffff900c0611fd0            0x20116 TYPE_WINDOW             0       2208   2208
0xfffff900c01a64f0          0x1760117 TYPE_CURSOR             0     -------- 2984
0xfffff900c060fcf0            0x10118 TYPE_WINDOW             0       2928   2928
0xfffff900c1f8eca0            0xa0119 TYPE_CURSOR             0     -------- 3180
0xfffff900c060fe80            0x1011a TYPE_WINDOW             0       2928   2928
0xfffff900c1f7af70            0x1011b TYPE_CURSOR             0     -------- 2672
0xfffff900c06102c0            0x1011c TYPE_WINDOW             0       2928   2928
0xfffff900c0615d40            0x1011d TYPE_INPUTCONTEXT       0       2672   2672
0xfffff900c0610560            0x1011e TYPE_WINDOW             0       2928   2928
0xfffff900c0615ff0            0x1011f TYPE_INPUTCONTEXT       0       2208   2208
0xfffff900c06107e0            0x10120 TYPE_WINDOW             0       2928   2928
0xfffff900c06161b0            0x10121 TYPE_INPUTCONTEXT       0       2208   2208
0xfffff900c0610a50            0x10122 TYPE_WINDOW             0       2928   2928
0xfffff900c0616220            0x10123 TYPE_INPUTCONTEXT       0       2728   2728
0xfffff900c0610cc0            0x10124 TYPE_WINDOW             0       2928   2928
0xfffff900c0616290            0x20125 TYPE_INPUTCONTEXT       0       2672   2672
0xfffff900c0610e30            0x10126 TYPE_WINDOW             0       2928   2928
0xfffff900c1b9ba70            0x10127 TYPE_WINEVENTHOOK       0       2672   2672
0xfffff900c06110d0            0x10128 TYPE_WINDOW             0       2928   2928
0xfffff900c064b260            0x90129 TYPE_MENU               0     -------- 2672
0xfffff900c0611260            0x1012a TYPE_WINDOW             0       2928   2928
0xfffff900c0611720            0x1012c TYPE_WINDOW             0       2928   2928
0xfffff900c0654590            0xd012d TYPE_MENU               0     -------- 4332
0xfffff900c0611960            0x1012e TYPE_WINDOW             0       2928   2928
0xfffff900c0626fb0            0xf012f TYPE_INPUTCONTEXT       0       3384   3384
0xfffff900c0611e60            0x10130 TYPE_WINDOW             0       2928   2928
0xfffff900c01a2360            0xa0131 TYPE_CURSOR             0     -------- 3180
0xfffff900c0613ea0            0x10132 TYPE_WINDOW             0       2672   2672
0xfffff900c06213e0            0x80133 TYPE_INPUTCONTEXT       0       3180   3180
0xfffff900c06140f0            0x10134 TYPE_WINDOW             0       2672   2672
0xfffff900c27d73b0           0x360135 TYPE_CURSOR             0     -------- 2672
0xfffff900c0614240            0x10136 TYPE_WINDOW             0       2672   2672
0xfffff900c2dd7590            0x20137 TYPE_CURSOR             0     -------- 3180
0xfffff900c0614510            0x10138 TYPE_WINDOW             0       2672   2672
0xfffff900c2ddd280            0x20139 TYPE_CURSOR             0     -------- 3180
0xfffff900c06146a0            0x1013a TYPE_WINDOW             0       2208   2208
0xfffff900c2dcf280            0x2013b TYPE_CURSOR             0     -------- 3180
0xfffff900c0614910            0x1013c TYPE_WINDOW             0       2672   2672
0xfffff900c1aa3c20            0x2013d TYPE_CURSOR             0     -------- 3180
0xfffff900c0614b20            0x1013e TYPE_WINDOW             0       2208   2208
0xfffff900c21c3280            0x2013f TYPE_CURSOR             0     -------- 3180
0xfffff900c06157e0            0x10140 TYPE_WINDOW             0       2672   2672
0xfffff900c2dcbe00            0x10141 TYPE_CURSOR             0     -------- 3180
0xfffff900c0615a20            0x10142 TYPE_WINDOW             0       2672   2672
0xfffff900c2d9e3f0            0x10143 TYPE_CURSOR             0     -------- 3180
0xfffff900c0615ba0            0x10144 TYPE_WINDOW             0       2672   2672
0xfffff900c1ee52c0            0x10145 TYPE_CURSOR             0     -------- 3180
0xfffff900c0615e80            0x10146 TYPE_WINDOW             0       2208   2208
0xfffff900c0194e80            0x10147 TYPE_CURSOR             0     -------- 3180
0xfffff900c0616040            0x10148 TYPE_WINDOW             0       2208   2208
0xfffff900c1e79280            0x10149 TYPE_CURSOR             0     -------- 3180
0xfffff900c0669930            0x3014a TYPE_WINDOW             0       2672   2672
0xfffff900c1e7d280            0x1014b TYPE_CURSOR             0     -------- 3180
0xfffff900c06459b0            0x3014c TYPE_WINDOW             0       2672   2672
0xfffff900c2dcb9f0            0x3014d TYPE_CURSOR             0     -------- 3180
0xfffff900c06593b0            0x3014e TYPE_WINDOW             0       2672   2672
0xfffff900c1a289f0            0x7014f TYPE_CURSOR             0     -------- 2164
0xfffff900c0616b60            0x10150 TYPE_WINDOW             0       2208   2208
0xfffff900c0622720            0x10151 TYPE_HOOK               0       3180   3180
0xfffff900c0616d90            0x10152 TYPE_WINDOW             0       2208   2208
0xfffff900c1b21170            0x10153 TYPE_CURSOR             0     -------- 3180
0xfffff900c0616fd0            0x10154 TYPE_WINDOW             0       2672   2672
0xfffff900c0629a70           0x290155 TYPE_INPUTCONTEXT       0       3384   3384
0xfffff900c0617320            0x20156 TYPE_WINDOW             0       2672   2672
0xfffff900c1f71600            0x10157 TYPE_CURSOR             0     -------- 2672
0xfffff900c0617560            0x10158 TYPE_WINDOW             0       2672   2672
0xfffff900c21a3b70            0x50159 TYPE_CURSOR             0     -------- 2672
0xfffff900c06176e0            0x1015a TYPE_WINDOW             0       2672   2672
0xfffff900c2168420            0x3015b TYPE_CURSOR             0     -------- 2672
0xfffff900c0617bf0            0x1015c TYPE_WINDOW             0       1172   1172
0xfffff900c06178a0            0x2015d TYPE_INPUTCONTEXT       0       1172   1172
0xfffff900c0617d40            0x1015e TYPE_WINDOW             0       1172   1172
0xfffff900c0617910            0x1015f TYPE_INPUTCONTEXT       0       1172   1172
0xfffff900c0618080            0x10160 TYPE_WINDOW             0       2672   2672
0xfffff900c0618240            0x10161 TYPE_INPUTCONTEXT       0       2208   2208
0xfffff900c0618300            0x10162 TYPE_WINDOW             0       2672   2672
0xfffff900c06182b0            0x10163 TYPE_INPUTCONTEXT       0       2812   2812
0xfffff900c0618880            0x10164 TYPE_WINDOW             0       2208   2208
0xfffff900c0619670            0x10166 TYPE_WINDOW             0       2672   2672
0xfffff900c0644a60            0x20167 TYPE_INPUTCONTEXT       0       2984   2984
0xfffff900c06199c0            0x10168 TYPE_WINDOW             0       2672   2672
0xfffff900c06407a0            0xc0169 TYPE_MENU               0     -------- 4480
0xfffff900c061a370            0x1016a TYPE_WINDOW             0       2208   2208
0xfffff900c1a42cd0            0x2016b TYPE_CURSOR             0     -------- 2208
0xfffff900c061a6d0            0x1016c TYPE_WINDOW             0       2208   2208
0xfffff900c0637600            0x5016d TYPE_HOOK               0       2984   2984
0xfffff900c061a9c0            0x1016e TYPE_WINDOW             0       2208   2208
0xfffff900c21a8b70            0x1016f TYPE_CURSOR             0     -------- 2208
0xfffff900c061ab60            0x10170 TYPE_WINDOW             0       2672   2672
0xfffff900c06189d0            0x10171 TYPE_MENU               0     -------- 2208
0xfffff900c061acc0            0x10172 TYPE_WINDOW             0       2672   2672
0xfffff900c0618a70            0x10173 TYPE_MENU               0     -------- 2208
0xfffff900c061af10            0x10174 TYPE_WINDOW             0       2672   2672
0xfffff900c214acc0            0x10175 TYPE_CURSOR             0     -------- 2672
0xfffff900c061b0b0            0x10176 TYPE_WINDOW             0       2672   2672
0xfffff900c061bf20            0x60178 TYPE_WINDOW             0       3180   3180
0xfffff900c061bce0            0x40179 TYPE_INPUTCONTEXT       0       2208   2208
0xfffff900c061d1a0            0x2017a TYPE_WINDOW             0       3180   3180
0xfffff900c0637670           0x20017b TYPE_HOOK               0       2984   2984
0xfffff900c061d330            0x3017c TYPE_WINDOW             0       3180   3180
0xfffff900c2521030            0x6017d TYPE_INPUTCONTEXT       0       3748   3748
0xfffff900c061c770            0x3017e TYPE_WINDOW             0       2672   2672
0xfffff900c061a870            0x1017f TYPE_INPUTCONTEXT       0       2848   2848
0xfffff900c061eb70            0x30180 TYPE_WINDOW             0       3180   3180
0xfffff900c061ab10            0x10181 TYPE_INPUTCONTEXT       0       2672   2672
0xfffff900c061c1c0            0x30182 TYPE_WINDOW             0       3180   3180
0xfffff900c21cfb70           0x130183 TYPE_CURSOR             0     -------- 2672
0xfffff900c061db20            0x30184 TYPE_WINDOW             0       3180   3180
0xfffff900c062a790            0xf0185 TYPE_INPUTCONTEXT       0       3384   3384
0xfffff900c061ff20            0x20186 TYPE_WINDOW             0       3180   3180
0xfffff900c0643550           0x180187 TYPE_INPUTCONTEXT       0       2984   2984
0xfffff900c061b620            0x40188 TYPE_WINDOW             0       3180   3180
0xfffff900c21d1b70            0x10189 TYPE_CURSOR             0     -------- 2208
0xfffff900c061fa90            0x2018a TYPE_WINDOW             0       3180   3180
0xfffff900c061b230            0x1018b TYPE_INPUTCONTEXT       0       2208   2208
0xfffff900c061fc00            0x2018c TYPE_WINDOW             0       3180   3180
0xfffff900c01a8750            0x6018d TYPE_CURSOR             0     -------- 3464
0xfffff900c061fd90            0x2018e TYPE_WINDOW             0       3180   3180
0xfffff900c0653f70           0x1b018f TYPE_INPUTCONTEXT       0       2208   2208
0xfffff900c061d980            0x30190 TYPE_WINDOW             0       3180   3180
0xfffff900c21c5b70            0x40191 TYPE_CURSOR             0     -------- 2672
0xfffff900c061ddc0            0x20192 TYPE_WINDOW             0       3180   3180
0xfffff900c061e0e0            0x20194 TYPE_WINDOW             0       3180   3180
0xfffff900c21d5c10           0x110195 TYPE_CURSOR             0     -------- 2672
0xfffff900c061e310            0x20196 TYPE_WINDOW             0       3180   3180
0xfffff900c2df3b70            0x80197 TYPE_CURSOR             0     -------- 3180
0xfffff900c06201f0            0x10198 TYPE_WINDOW             0       3180   3180
0xfffff900c061c4b0            0x90199 TYPE_INPUTCONTEXT       0       3180   3180
0xfffff900c06203e0            0x1019a TYPE_WINDOW             0       3180   3180
0xfffff900c061bde0            0x5019b TYPE_INPUTCONTEXT       0       2208   2208
0xfffff900c06205d0            0x1019c TYPE_WINDOW             0       3180   3180
0xfffff900c061b9c0            0xf019d TYPE_INPUTCONTEXT       0       3384   3384
0xfffff900c06207e0            0x1019e TYPE_WINDOW             0       3180   3180
0xfffff900c1d09260            0xd019f TYPE_CURSOR             0     -------- 2984
0xfffff900c0620a20            0x101a0 TYPE_WINDOW             0       3180   3180
0xfffff900c1e10420            0x601a1 TYPE_CURSOR             0     -------- 2672
0xfffff900c0620d00            0x101a2 TYPE_WINDOW             0       3180   3180
0xfffff900c063dae0           0x1901a3 TYPE_INPUTCONTEXT       0       1396   1396
0xfffff900c0620e60            0x101a4 TYPE_WINDOW             0       3180   3180
0xfffff900c21d5b70            0x601a5 TYPE_CURSOR             0     -------- 2672
0xfffff900c0620fe0            0x101a6 TYPE_WINDOW             0       3180   3180
0xfffff900c0629e30           0x9101a7 TYPE_CALLPROC           0     -------- 3180
0xfffff900c0621170            0x101a8 TYPE_WINDOW             0       3180   3180
0xfffff900c0623840            0x201aa TYPE_WINDOW             0       3180   3180
0xfffff900c21d3b70            0x401ab TYPE_CURSOR             0     -------- 2672
0xfffff900c2161b70            0x401ad TYPE_CURSOR             0     -------- 2672
0xfffff900c06216e0            0x101ae TYPE_WINDOW             0       3180   3180
0xfffff900c1a6b1d0            0x501af TYPE_CURSOR             0     -------- 2672
0xfffff900c0621860            0x101b0 TYPE_WINDOW             0       3180   3180
0xfffff900c1d2ec00          0x15501b1 TYPE_TIMER              0     -------- 2984
0xfffff900c06219c0            0x101b2 TYPE_WINDOW             0       3180   3180
0xfffff900c1b1bb70            0x101b3 TYPE_CURSOR             0     -------- 2672
0xfffff900c0621c40            0x101b4 TYPE_WINDOW             0       3180   3180
0xfffff900c21bfb70            0x101b5 TYPE_CURSOR             0     -------- 2672
0xfffff900c0621da0            0x101b6 TYPE_WINDOW             0       3180   3180
0xfffff900c21c7b70            0x101b7 TYPE_CURSOR             0     -------- 2672
0xfffff900c0621f50            0x101b8 TYPE_WINDOW             0       3180   3180
0xfffff900c21c9b70            0x101b9 TYPE_CURSOR             0     -------- 2672
0xfffff900c06220d0            0x101ba TYPE_WINDOW             0       3180   3180
0xfffff900c1efce80            0xf01bb TYPE_CURSOR             0     -------- 3180
0xfffff900c0622330            0x101bc TYPE_WINDOW             0       3180   3180
0xfffff900c214f550            0x701bd TYPE_CURSOR             0     -------- 3180
0xfffff900c06225b0            0x101be TYPE_WINDOW             0       3180   3180
0xfffff900c2138ac0            0x301bf TYPE_CURSOR             0     -------- 3180
0xfffff900c1ea3280            0x101c0 TYPE_CURSOR             0     -------- 3180
0xfffff900c061e4b0            0xa01c1 TYPE_INPUTCONTEXT       0       3180   3180
0xfffff900c21a95b0            0x101c2 TYPE_CURSOR             0     -------- 3180
0xfffff900c2153ce0            0x201c3 TYPE_CURSOR             0     -------- 3180
0xfffff900c1aa1590            0x101c4 TYPE_CURSOR             0     -------- 3180
0xfffff900c210da80            0x201c5 TYPE_CURSOR             0     -------- 3180
0xfffff900c1b3c2c0            0x101c6 TYPE_CURSOR             0     -------- 3180
0xfffff900c2dd5460            0x701c7 TYPE_CURSOR             0     -------- 3180
0xfffff900c01ef380            0x101c8 TYPE_CURSOR             0     -------- 3180
0xfffff900c1ed1380            0x601c9 TYPE_CURSOR             0     -------- 3180
0xfffff900c0622870            0x101ca TYPE_WINDOW             0       3180   3180
0xfffff900c2ddb260            0x101cb TYPE_CURSOR             0     -------- 3180
0xfffff900c0624940            0x201cc TYPE_WINDOW             0       3464   3464
0xfffff900c061d930            0x101cd TYPE_INPUTCONTEXT       0       3180   3180
0xfffff900c0622b10            0x201ce TYPE_WINDOW             0       3180   3180
0xfffff900c061ea30            0x101cf TYPE_INPUTCONTEXT       0       3180   3180
0xfffff900c0622da0            0x201d0 TYPE_WINDOW             0       3180   3180
0xfffff900c0624120            0x301d2 TYPE_WINDOW             0       3384   3384
0xfffff900c062a970            0x401d3 TYPE_INPUTCONTEXT       0       3384   3384
0xfffff900c0622ee0            0x201d4 TYPE_WINDOW             0       3180   3180
0xfffff900c061ed00            0x101d5 TYPE_HOOK               0       3180   3180
0xfffff900c0623de0            0x301d6 TYPE_WINDOW             0       3392   3392
0xfffff900c014b2c0            0x101d7 TYPE_TIMER              0     -------- 3180
0xfffff900c0623240            0x301d8 TYPE_WINDOW             0       3180   3180
0xfffff900c062aac0           0x1101d9 TYPE_INPUTCONTEXT       0       3384   3384
0xfffff900c0618460            0x301da TYPE_WINDOW             0       3384   3384
0xfffff900c061edf0            0x101db TYPE_MENU               0     -------- 3180
0xfffff900c0623380            0x201dc TYPE_WINDOW             0       3180   3180
0xfffff900c061ee90            0x101dd TYPE_MENU               0     -------- 3180
0xfffff900c0635670            0x601de TYPE_WINDOW             0       2984   2984
0xfffff900c0627490            0x201df TYPE_INPUTCONTEXT       0       3384   3384
0xfffff900c0623020            0x301e0 TYPE_WINDOW             0       3180   3180
0xfffff900c0642e60            0xb01e1 TYPE_HOOK               0       3180   3180
