Volatility Foundation Volatility Framework 2.6
Offset(P)            #Ptr   #Hnd Access Name
0x000000003ef34f20     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\msxml6r.dll
0x000000003ef36200      2      1 RW-r-- \Device\HarddiskVolume2\Users\SmartNet\AppData\Local\Microsoft\Windows\UsrClass.dat{8400a281-1709-11ea-82a6-080027c6589a}.TM.blf
0x000000003ef36a30      1      1 R--rw- \Device\HarddiskVolume2\Windows\System32
0x000000003ef38460     12      0 R--r-d \Device\HarddiskVolume2\Windows\System32\tquery.dll
0x000000003ef39500      5      0 R--rwd \Device\HarddiskVolume2\Windows\System32\psxss.exe
0x000000003ef3a650      2      0 R--r-- \Device\HarddiskVolume2\Windows\System32\wdi\{86432a0b-3c7d-4ddf-a89c-172faa90485d}\S-1-5-21-3073570648-3149397540-2269648332-1001_UserData.bin
0x000000003ef3af20      1      0 R--rwd \Device\HarddiskVolume2\Users\Alissa Simpson\Favorites\Links\desktop.ini
0x000000003ef3b800     12      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wuapi.dll
0x000000003ef3bf20     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\Defrag.exe.mui
0x000000003ef3c540      4      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003ef3c850     18      1 RW-rw- \Device\HarddiskVolume2\Users\SmartNet\AppData\Local\Microsoft\Media Player\CurrentDatabase_372.wmdb
0x000000003ef3cd10      2      1 RW-r-- \Device\HarddiskVolume2\Users\SmartNet\AppData\Local\Microsoft\Windows\UsrClass.dat{8400a281-1709-11ea-82a6-080027c6589a}.TMContainer00000000000000000001.regtrans-ms
0x000000003ef3ce60     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\mssrch.dll
0x000000003ef3e1c0      2      1 RW-r-- \Device\HarddiskVolume2\Windows\ServiceProfiles\NetworkService\NTUSER.DAT{016888bd-6c6f-11de-8d1d-001e0bcde3ec}.TM.blf
0x000000003ef3f070     10      0 R--r-d \Device\HarddiskVolume2\Windows\System32\rpcss.dll
0x000000003ef3f6e0      1      1 RW---- \Device\HarddiskVolume2\Windows\ServiceProfiles\NetworkService\NTUSER.DAT
0x000000003ef406d0      1      1 RW---- \Device\HarddiskVolume2\Windows\ServiceProfiles\NetworkService\NTUSER.DAT.LOG1
0x000000003ef408e0      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\RpcEpMap.dll
0x000000003ef40f20     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003ef41070     11      0 R--r-d \Device\HarddiskVolume2\Windows\System32\VBoxMRXNP.dll
0x000000003ef41750      1      1 RW---- \Device\HarddiskVolume2\Windows\ServiceProfiles\NetworkService\NTUSER.DAT.LOG2
0x000000003ef42980      2      1 RW-r-- \Device\HarddiskVolume2\Windows\ServiceProfiles\NetworkService\NTUSER.DAT{016888bd-6c6f-11de-8d1d-001e0bcde3ec}.TMContainer00000000000000000002.regtrans-ms
0x000000003ef44070      2      1 RW-r-- \Device\HarddiskVolume2\Windows\ServiceProfiles\NetworkService\NTUSER.DAT{016888bd-6c6f-11de-8d1d-001e0bcde3ec}.TMContainer00000000000000000001.regtrans-ms
0x000000003ef45160      2      1 RW-rw- \Device\clfs\Device\HarddiskVolume2\Windows\ServiceProfiles\NetworkService\NTUSER.DAT{016888bd-6c6f-11de-8d1d-001e0bcde3ec}.TM
0x000000003ef46a80      1      1 RW-rwd \Device\clfs\Device\HarddiskVolume2\Windows\ServiceProfiles\NetworkService\NTUSER.DAT{016888bd-6c6f-11de-8d1d-001e0bcde3ec}.TM
0x000000003ef49240      1      1 R--rw- \Device\HarddiskVolume2\Windows\System32
0x000000003ef4d560     16      0 RW-rw- \Device\HarddiskVolume2\Windows\ServiceProfiles\LocalService\AppData\Local\Microsoft\Windows\History\History.IE5\index.dat
0x000000003ef4d780     15      0 R--r-d \Device\HarddiskVolume2\Windows\System32\RacEngn.dll
0x000000003ef4f710      3      0 R--r-d \Device\HarddiskVolume2\Windows\System32\VBoxTray.exe
0x000000003ef4f9f0     16      0 R--r-- \Device\HarddiskVolume2\Windows\winsxs\Manifests\amd64_microsoft.windows.c..-controls.resources_6595b64144ccf1df_6.0.7600.16385_en-us_106f9be843a9b4e3.manifest
0x000000003ef55510      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\ntlanman.dll
0x000000003ef55660      2      1 ------ \Device\NamedPipe\Winsock2\CatalogChangeListener-2d0-0
0x000000003ef56070      2      1 ------ \Device\Afd\Endpoint
0x000000003ef57170      2      1 ------ \Device\Afd\Endpoint
0x000000003ef57480      1      1 ------ \Device\Afd\Endpoint
0x000000003ef57830      1      1 ------ \Device\Afd\Endpoint
0x000000003ef57a40      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drprov.dll
0x000000003ef57b90      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\WSHTCPIP.DLL
0x000000003ef57e20      2      1 ------ \Device\Afd\Endpoint
0x000000003ef58f20      2      1 ------ \Device\Afd\Endpoint
0x000000003ef59070      2      1 ------ \Device\NamedPipe\epmapper
0x000000003ef59580      2      1 ------ \Device\Afd\Endpoint
0x000000003ef59f20      2      1 ------ \Device\Afd\Endpoint
0x000000003ef5a480     15      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wshqos.dll
0x000000003ef5b750      2      1 ------ \Device\NamedPipe\LSM_API_service
0x000000003ef5be20      1      1 ------ \Device\NamedPipe\epmapper
0x000000003ef5c070      5      0 R--r-d \Device\HarddiskVolume2\Windows\System32\davclnt.dll
0x000000003ef5cf20      1      1 ------ \Device\Afd\Endpoint
0x000000003ef5d070      1      1 ------ \Device\NamedPipe\epmapper
0x000000003ef5d9c0     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003ef5ea90      2      1 ------ \Device\Afd\Endpoint
0x000000003ef5ecc0      2      1 ------ \Device\NamedPipe\Winsock2\CatalogChangeListener-1a8-0
0x000000003ef5ee10      2      1 ------ \Device\Afd\Endpoint
0x000000003ef608d0      2      0 R--r-d \Device\HarddiskVolume2\Windows\System32\FirewallAPI.dll
0x000000003ef63580      1      1 ------ \Device\NamedPipe\LSM_API_service
0x000000003ef66a20      2      1 ------ \Device\Afd\Endpoint
0x000000003ef671d0      1      1 ------ \Device\NamedPipe\LSM_API_service
0x000000003ef67f20      2      1 ------ \Device\Afd\Endpoint
0x000000003ef69d40     13      0 R--r-d \Device\HarddiskVolume2\Windows\System32\sqlcese30.dll
0x000000003ef6b540      2      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\config\TxR\{016888cc-6c6f-11de-8d1d-001e0bcde3ec}.TxR.0.regtrans-ms
0x000000003ef6c070      1      0 R--rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Windows\Start Menu\Programs\Games\More Games from Microsoft.lnk
0x000000003ef6c2d0      1      0 R--rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Windows\Start Menu\Programs\Administrative Tools\Windows PowerShell Modules.lnk
0x000000003ef6c700      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\davhlpr.dll
0x000000003ef6ca60      1      1 RW---- \Device\HarddiskVolume2\Windows\ServiceProfiles\LocalService\NTUSER.DAT
0x000000003ef6d890     14      0 R--r-d \Device\HarddiskVolume2\Windows\System32\LogonUI.exe
0x000000003ef6db90      1      1 RW---- \Device\HarddiskVolume2\Windows\ServiceProfiles\LocalService\NTUSER.DAT.LOG2
0x000000003ef6dda0      1      1 RW---- \Device\HarddiskVolume2\Windows\ServiceProfiles\LocalService\NTUSER.DAT.LOG1
0x000000003ef6e680      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\netman.dll
0x000000003ef707a0     11      0 R--r-d \Device\HarddiskVolume2\Windows\System32\SNTSearch.dll
0x000000003ef71a40      1      0 R--rwd \Device\HarddiskVolume2\Users\SmartNet\Videos\desktop.ini
0x000000003ef71f20      1      0 R--rwd \Device\HarddiskVolume2\Users\Public\Videos\Sample Videos\desktop.ini
0x000000003ef72560     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\AudioSrv.dll.mui
0x000000003ef76070     12      0 R--r-d \Device\HarddiskVolume2\Windows\System32\browcli.dll
0x000000003ef79440     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\NlsLexicons0009.dll
0x000000003ef7adb0     15      0 R--r-d \Device\HarddiskVolume2\Windows\System32\sqlceqp30.dll
0x000000003ef7b580      2      1 RW-r-- \Device\HarddiskVolume2\Windows\ServiceProfiles\LocalService\NTUSER.DAT{016888bd-6c6f-11de-8d1d-001e0bcde3ec}.TMContainer00000000000000000002.regtrans-ms
0x000000003ef7bbc0      2      1 RW-r-- \Device\HarddiskVolume2\Windows\ServiceProfiles\LocalService\NTUSER.DAT{016888bd-6c6f-11de-8d1d-001e0bcde3ec}.TMContainer00000000000000000001.regtrans-ms
0x000000003ef7c920      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\VBoxHook.dll
0x000000003ef7cf20     16      0 R--r-- \Device\HarddiskVolume2\Windows\winsxs\Manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac.manifest
0x000000003ef7ef20      2      1 RW-r-- \Device\HarddiskVolume2\Windows\ServiceProfiles\LocalService\NTUSER.DAT{016888bd-6c6f-11de-8d1d-001e0bcde3ec}.TM.blf
0x000000003ef817c0     10      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wbem\NCProv.dll
0x000000003ef81e90     10      0 R--r-d \Device\HarddiskVolume2\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac\comctl32.dll
0x000000003ef82f20      1      1 R--rw- \Device\HarddiskVolume2\Windows\System32
0x000000003ef87b00      1      1 RW-rwd \Device\clfs\Device\HarddiskVolume2\Windows\ServiceProfiles\LocalService\NTUSER.DAT{016888bd-6c6f-11de-8d1d-001e0bcde3ec}.TM
0x000000003ef881d0      2      1 RW-rw- \Device\clfs\Device\HarddiskVolume2\Windows\ServiceProfiles\LocalService\NTUSER.DAT{016888bd-6c6f-11de-8d1d-001e0bcde3ec}.TM
0x000000003ef894f0     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003ef898a0     15      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\VBoxGuest.sys
0x000000003ef8ae50     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\rpcss.dll
0x000000003ef8b640     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\netshell.dll
0x000000003ef8bbf0      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wtsapi32.dll
0x000000003ef8d940     17      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003ef8da90      8      0 RW-rw- \Device\HarddiskVolume2\ProgramData\Microsoft\RAC\PublishedData\RacWmiDatabase.sdf
0x000000003ef90070     13      0 R--r-d \Device\HarddiskVolume2\Windows\System32\authui.dll
0x000000003ef90390      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\propsys.dll
0x000000003ef919e0      4      0 R--r-d \Device\HarddiskVolume2\Windows\System32\dhcpcsvc.dll
0x000000003ef91c80      2      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wevtsvc.dll
0x000000003ef91f20     11      0 R--r-d \Device\HarddiskVolume2\Windows\ehome\ehSSO.dll
0x000000003ef92110      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac
0x000000003ef94b30      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\cryptui.dll
0x000000003ef96300      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\cabinet.dll
0x000000003ef96620      2      1 ------ \Device\Afd\Endpoint
0x000000003ef96cd0      1      1 ------ \Device\Afd\Endpoint
0x000000003ef96f20      2      1 RW-r-- \Device\HarddiskVolume2\Users\SmartNet\AppData\Local\Microsoft\Windows\UsrClass.dat{8400a281-1709-11ea-82a6-080027c6589a}.TMContainer00000000000000000002.regtrans-ms
0x000000003ef97420     15      0 R--r-d \Device\HarddiskVolume2\Windows\System32\upnp.dll
0x000000003ef98a80      9      0 R--r-d \Device\HarddiskVolume2\Program Files\Internet Explorer\ieproxy.dll
0x000000003ef99f20      3      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wmp.dll
0x000000003ef9c350     10      0 R--r-d \Device\HarddiskVolume2\Program Files\Windows Defender\MpRTP.dll
0x000000003ef9dc00     15      0 R--r-d \Device\HarddiskVolume2\Windows\System32\ieframe.dll
0x000000003ef9ddc0      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac
0x000000003ef9ebf0     15      0 R--r-d \Device\HarddiskVolume2\Windows\System32\tzres.dll
0x000000003ef9f070     16      0 R--r-d \Device\HarddiskVolume2\Windows\WindowsShell.Manifest
0x000000003ef9f1c0      2      1 ------ \Device\NamedPipe\eventlog
0x000000003ef9f460      1      1 ------ \Device\NamedPipe\eventlog
0x000000003ef9f640      2      1 ------ \Device\Afd\Endpoint
0x000000003efa0070      1      1 ------ \Device\NamedPipe\eventlog
0x000000003efa0bf0     12      0 R--r-d \Device\HarddiskVolume2\Windows\System32\fltLib.dll
0x000000003efa2ac0      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003efa5190      1      1 R--rw- \Device\HarddiskVolume2\Windows\System32
0x000000003efa6070      4      0 R--r-d \Device\HarddiskVolume2\Windows\System32\audiosrv.dll
0x000000003efa87d0     18      1 RWDr-- \Device\HarddiskVolume2\Windows\SUA\var\adm\utmpx
0x000000003efaa1b0     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003efab070      1      1 R--rw- \Device\HarddiskVolume2\Windows\System32
0x000000003efab360     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\pnidui.dll
0x000000003efae310      2      1 ------ \Device\Afd\Endpoint
0x000000003efaf440      2      1 ------ \Device\Afd\Endpoint
0x000000003efaf590      2      1 ------ \Device\NamedPipe\Winsock2\CatalogChangeListener-330-0
0x000000003efafdd0      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\mmcss.dll
0x000000003efb0620      1      1 -W---- \Device\HarddiskVolume2\Windows\ServiceProfiles\LocalService\AppData\Local\lastalive0.dat
0x000000003efb1690      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\avrt.dll
0x000000003efb1f20      2      1 ------ \Device\Afd\Endpoint
0x000000003efb22d0      2      0 R--r-d \Device\HarddiskVolume2\Windows\System32\MMDevAPI.dll
0x000000003efb2f20      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\d3d10_1core.dll
0x000000003efb58b0     28      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003efb64b0     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\mssprxy.dll
0x000000003efb6d00      1      1 -W---- \Device\HarddiskVolume2\Windows\ServiceProfiles\LocalService\AppData\Local\lastalive1.dat
0x000000003efb6f20     31      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\System.evtx
0x000000003efb7320     16      0 RW-rw- \Device\HarddiskVolume2\Windows\ServiceProfiles\LocalService\AppData\Roaming\Microsoft\Windows\Cookies\index.dat
0x000000003efb7b80      5      0 R--r-d \Device\HarddiskVolume2\Windows\System32\shacct.dll
0x000000003efb7f20      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\RacEngn.dll
0x000000003efb8cc0      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\psxdrv.sys
0x000000003efb9180      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\amd64_microsoft.windows.gdiplus_6595b64144ccf1df_1.1.7601.17514_none_2b24536c71ed437a
0x000000003efba480     13      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wups.dll
0x000000003efbaf20      1      1 RW-rw- \Device\HarddiskVolume2\Windows\ServiceProfiles\LocalService\AppData\Local\Microsoft\Windows\WindowsUpdate.log
0x000000003efbf310     11      0 R--r-d \Device\HarddiskVolume2\Windows\System32\dssenh.dll
0x000000003efbfe20      1      0 R--r-- \Device\HarddiskVolume2\ProgramData\Microsoft\Windows Defender\Scans\History\Results\Resource\{54889D56-1FD9-49F5-A3EC-21DF8B4E6FEA}
0x000000003efc0a80     11      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wmpps.dll
0x000000003efc1d20     32      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Application.evtx
0x000000003efc1f20     33      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-User Profile Service%4Operational.evtx
0x000000003efc26d0      1      0 RW-rwd \Device\HarddiskVolume2\$PrepareToShrinkFileSize
0x000000003efc2820     32      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Security.evtx
0x000000003efc2dc0     16      0 R--r-- \Device\HarddiskVolume2\ProgramData\Microsoft\User Account Pictures\user.bmp
0x000000003efc39f0      1      0 RW-rwd \Device\HarddiskVolume2\$PrepareToShrinkFileSize
0x000000003efc3c40      2      0 R--r-d \Device\HarddiskVolume2\Windows\System32\hnetcfg.dll
0x000000003efc4a20      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\profsvc.dll
0x000000003efc7070     18      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Media Center.evtx
0x000000003efc85e0     15      0 R--r-- \Device\HarddiskVolume2\Windows\inf\nettcpip.PNF
0x000000003efcce20     18      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Key Management Service.evtx
0x000000003efcd510     18      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Internet Explorer.evtx
0x000000003efcd660      4      0 R--r-d \Device\HarddiskVolume2\Windows\System32\uxtheme.dll
0x000000003efcdb70     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\adtschema.dll
0x000000003efcdcc0     18      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Windows PowerShell.evtx
0x000000003efcdf20     18      1 RWDr-- \Device\HarddiskVolume2\Windows\SUA\var\adm\wtmpx
0x000000003efcead0      4      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003efcf420     18      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-Windows Defender%4Operational.evtx
0x000000003efd05e0     18      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\HardwareEvents.evtx
0x000000003efd0d10     16      0 RW-rw- \Device\HarddiskVolume2\Windows\setupact.log
0x000000003efd12e0     17      1 RWDr-- \Device\HarddiskVolume2\Windows\SUA\var\adm\.security
0x000000003efd1720     11      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Syncreg.dll
0x000000003efd2070      1      1 ------ \Device\0000004b\emicinwave
0x000000003efd2550     12      0 R--r-d \Device\HarddiskVolume2\Windows\winsxs\amd64_microsoft.windows.gdiplus_6595b64144ccf1df_1.1.7601.17514_none_2b24536c71ed437a\GdiPlus.dll
0x000000003efd2e20      1      0 RW-rwd \Device\HarddiskVolume2\$ConvertToNonresident
0x000000003efd64a0      1      1 ------ \Device\0000004b\eheadphonetopo
0x000000003efe25f0      4      0 R--r-d \Device\HarddiskVolume2\Windows\System32\netprofm.dll
0x000000003efe2d70      1      1 ------ \Device\0000004b\espeakertopo
0x000000003efe38a0     12      0 R--r-d \Device\HarddiskVolume2\Program Files\Windows Defender\MpEvMsg.dll
0x000000003efe3f20      1      1 ------ \Device\0000004b\emicintopo
0x000000003efe5630     12      0 R--r-d \Device\HarddiskVolume2\Windows\System32\audiodg.exe
0x000000003efe5f20      1      1 R--rw- \Device\HarddiskVolume2\Windows\System32
0x000000003efea3b0     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\audiodg.exe.mui
0x000000003efea8e0      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\dui70.dll
0x000000003efeaea0     33      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-Windows Defender%4WHC.evtx
0x000000003efef2e0      1      0 R--r-- \Device\HarddiskVolume2\ProgramData\Microsoft\Windows Defender\Scans\History\Results\Resource\{2B28CE69-404A-4D30-A5BE-034B3853DEB2}
0x000000003efef520     19      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-NetworkProfile%4Operational.evtx
0x000000003efefb50      2      1 RW-rw- \Device\clfs\Device\HarddiskVolume2\Users\SmartNet\NTUSER.DAT{016888bd-6c6f-11de-8d1d-001e0bcde3ec}.TM
0x000000003eff0070      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\sxshared.dll
0x000000003eff02f0      1      0 R--r-- \Device\HarddiskVolume2\ProgramData\Microsoft\Windows Defender\Scans\History\Results\Resource\{F7BE3439-F708-44CC-AB5D-CC651C42C76A}
0x000000003eff1620     16      0 R--r-- \Device\HarddiskVolume2\Windows\inf\netip6.PNF
0x000000003eff2920     10      0 R--r-d \Device\HarddiskVolume2\Windows\System32\radardt.dll
0x000000003eff4750     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Sens.dll
0x000000003eff5b30      3      0 R--r-d \Device\HarddiskVolume2\Windows\System32\imapi2.dll
0x000000003eff6160      1      1 R--rw- \Device\HarddiskVolume2\Windows\System32
0x000000003eff7d70     10      0 R--r-d \Device\HarddiskVolume2\Windows\System32\MsCtfMonitor.dll
0x000000003eff84a0      2      0 R--r-d \Device\HarddiskVolume2\Windows\System32\rasdlg.dll
0x000000003eff8ad0      1      0 R--rwd \Device\HarddiskVolume2\Windows\SysWOW64\VBoxMRXNP.dll
0x000000003eff8da0     11      0 R--r-d \Device\HarddiskVolume2\Windows\System32\dwm.exe
0x000000003eff97f0      3      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-TerminalServices-LocalSessionManager%4Admin.evtx
0x000000003eff9dc0     15      0 R--r-- \Device\HarddiskVolume2\Users\SmartNet\AppData\Local\Microsoft\Windows\Caches\{AFBF9F1A-8EE8-4C77-AF34-C647E37CA0D9}.1.ver0x0000000000000003.db
0x000000003effb3e0     12      0 R--r-d \Device\HarddiskVolume2\Windows\System32\microsoft-windows-kernel-power-events.dll
0x000000003effc1f0     10      0 R--r-d \Device\HarddiskVolume2\Windows\System32\mlang.dll
0x000000003effc5d0      1      1 ------ \Device\0000004b\espeakertopo
0x000000003effdd10      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\amd64_microsoft.windows.c..-controls.resources_6595b64144ccf1df_6.0.7600.16385_en-us_106f9be843a9b4e3
0x000000003effdf20      3      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003effe070      1      1 ------ \Device\0000004b\espeakerwave
0x000000003efff070      1      0 R--r-- \Device\HarddiskVolume2\ProgramData\Microsoft\Windows Defender\Scans\History\Results\Resource\{883602F7-5A4B-495D-8B71-16ED3910C090}
0x000000003efff500      1      0 R--r-- \Device\HarddiskVolume2\ProgramData\Microsoft\Windows Defender\Scans\History\Results\Resource\{6D469063-18FC-417F-BE11-4FE9D5C7F44F}
0x000000003efff670      1      1 ------ \Device\0000004b\emicintopo
0x000000003f12a2c0     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003f12e2c0     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003f1402c0     10      0 R--r-d \Device\HarddiskVolume2\Windows\System32\cfgmgr32.dll
0x000000003f1462c0     11      0 R--r-d \Device\HarddiskVolume2\Windows\System32\crypt32.dll
0x000000003f15b2c0      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\devobj.dll
0x000000003f15e2c0      5      0 R--r-d \Device\HarddiskVolume2\Windows\System32\msasn1.dll
0x000000003f1622c0     15      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\wintrust.dll
0x000000003f178f20     13      0 R--r-d \Device\HarddiskVolume2\Windows\System32\rpcrt4.dll
0x000000003f18eca0      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\ndproxy.sys
0x000000003f1a5660      4      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\rpcrt4.dll
0x000000003f1ae310     11      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\HdAudio.sys
0x000000003f1b4f20     15      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\devobj.dll
0x000000003f1c2500     13      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\urlmon.dll
0x000000003f1c3540     15      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\difxapi.dll
0x000000003f1c39a0      9      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\user32.dll
0x000000003f1c63e0     18      1 R----- \Device\HarddiskVolume2\ProgramData\Microsoft\Windows Defender\Scans\History\CacheManager\MpSfc.bin
0x000000003f1c7070      1      1 -WD--- \Device\HarddiskVolume2\ProgramData\Microsoft\Windows Defender\IMpService925A3ACA-C353-458A-AC8D-A7E5EB378092.lock
0x000000003f1c7cd0      2      1 R--rwd \Device\HarddiskVolume2\Users\SmartNet\AppData\Roaming\Microsoft\Windows\Start Menu
0x000000003f1c8770     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\oleaccrc.dll
0x000000003f1c9f20     15      0 R--r-d \Device\HarddiskVolume2\Windows\System32\batmeter.dll
0x000000003f1ca570     10      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wscapi.dll
0x000000003f1cbf20      1      0 R--rwd \Device\HarddiskVolume2\Users\SmartNet\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\Maintenance\Desktop.ini
0x000000003f1cc7b0     15      0 R--r-d \Device\HarddiskVolume2\Program Files\Windows Defender\MsMpRes.dll
0x000000003f1cc900      3      1 R--rwd \Device\HarddiskVolume2\ProgramData\Microsoft\Windows Defender\Definition Updates\Updates
0x000000003f1cd800     15      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\ksthunk.sys
0x000000003f1cdab0     15      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\nsi.dll
0x000000003f1da380      1      1 ------ \Device\HarddiskVolume2\Windows\bootstat.dat
0x000000003f1e53f0      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\cdfs.sys
0x000000003f1e7210      4      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003f1e7340      4      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003f60b4c0      8      0 R--r-- \Device\HarddiskVolume2\Windows\System32\FNTCACHE.DAT
0x000000003f60b670     17      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\win32k.sys.mui
0x000000003f60d650     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\mpr.dll
0x000000003f60e500     27      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003f60f050      4      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003f60fdd0     16      0 R--r-- \Device\HarddiskVolume2\Windows\inf\netpacer.PNF
0x000000003f610260      2      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\config\TxR\{016888cd-6c6f-11de-8d1d-001e0bcde3ec}.TMContainer00000000000000000001.regtrans-ms
0x000000003f614320      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac
0x000000003f615070      1      0 R--r-d \Device\HarddiskVolume2\Users\SmartNet\Searches\Indexed Locations.search-ms
