#########################################################################################################################################################################################################################################
# Investigation Details
# ======================
# Investigator Name: Solomon Sonya
# Investigation Description: Magnet Virtual Summit 2020 CTF - Memory
# Investigation Date: 2022-01-17-2008:58
#
# Analysis Framework
# ======================
# Analysis Framework Name: Xavier Framework
# Analysis Framework Version: 2.114
#
# Memory Analysis Binary
# ======================
# File Name: vol_2.6.exe	 File Size: 15.79 MBs	 Creation Date: 2022-01-16-1019:29	 Last Accessed: 2022-01-17-1948:58	 Last Modified: 2021-02-28-2253:29	 
# MD5: 2fc05486a3fe93cef213cc37748bf556	 SHA-256: 672a00461ffb8d59536c86192450b66d552e67809fc8584d1792b42b22c5f4e1	 
#
# Analysis Image Details
# ======================
# Memory Image Path: C:\xavier\xavier_framework\import\memory_image\memdump.mem
# File Name: memdump.mem	 File Size: 5.37 GBs	 Creation Date: 2022-01-17-2008:08	 Last Accessed: 2022-01-17-2008:13	 Last Modified: 2021-10-14-2125:48	 
# MD5: 224f93209cbea29e862890f30dfa762d	 SHA-256: 18e9007993c45f813dd5bd23b6bf6ad703d3e6ac70effd9c47a310a8443c7b8a	 
#
# Plugin Details
# ======================
# Plugin Name: ssdt
# Plugin Description: Display SSDT entries
#
# Execution Details
# ======================
# Execution Command: "C:\xavier\xavier_framework\import\memory_analysis\vol_2.6.exe" -f "C:\xavier\xavier_framework\import\memory_image\memdump.mem" ssdt --profile=Win7SP1x64
#########################################################################################################################################################################################################################################


Volatility Foundation Volatility Framework 2.6
[x64] Gathering all referenced SSDTs from KeAddSystemServiceTable...
  Entry 0x00f7: 0xfffff80002eb97e0 (NtOpenObjectAuditAlarm) owned by ntoskrnl.exe
  Entry 0x00f8: 0xfffff80002d70498 (NtOpenPrivateNamespace) owned by ntoskrnl.exe
  Entry 0x00f9: 0xfffff80002d1f360 (NtOpenProcessToken) owned by ntoskrnl.exe
  Entry 0x00fa: 0xfffff80002d8af5c (NtOpenResourceManager) owned by ntoskrnl.exe
  Entry 0x00fb: 0xfffff80002d8ce48 (NtOpenSemaphore) owned by ntoskrnl.exe
  Entry 0x00fc: 0xfffff80002e61560 (NtOpenSession) owned by ntoskrnl.exe
  Entry 0x00fd: 0xfffff80002d5cecc (NtOpenSymbolicLinkObject) owned by ntoskrnl.exe
  Entry 0x00fe: 0xfffff80002d1399c (NtOpenThread) owned by ntoskrnl.exe
  Entry 0x00ff: 0xfffff80002e61a60 (NtOpenTimer) owned by ntoskrnl.exe
  Entry 0x0100: 0xfffff80002eb3d00 (NtOpenTransaction) owned by ntoskrnl.exe
  Entry 0x0101: 0xfffff80002eb7810 (NtOpenTransactionManager) owned by ntoskrnl.exe
  Entry 0x0102: 0xfffff80002d4ef24 (NtPlugPlayControl) owned by ntoskrnl.exe
  Entry 0x0103: 0xfffff80002ebeaf0 (NtPrePrepareComplete) owned by ntoskrnl.exe
  Entry 0x0104: 0xfffff80002ef1170 (NtPrePrepareEnlistment) owned by ntoskrnl.exe
  Entry 0x0105: 0xfffff80002ebebb0 (NtPrepareComplete) owned by ntoskrnl.exe
  Entry 0x0106: 0xfffff80002ef1230 (NtPrepareEnlistment) owned by ntoskrnl.exe
  Entry 0x0107: 0xfffff80002d03f04 (NtPrivilegeCheck) owned by ntoskrnl.exe
  Entry 0x0108: 0xfffff80002eb9fd0 (NtPrivilegeObjectAuditAlarm) owned by ntoskrnl.exe
  Entry 0x0109: 0xfffff80002d7ac40 (NtPrivilegedServiceAuditAlarm) owned by ntoskrnl.exe
  Entry 0x010a: 0xfffff80002efc120 (NtPropagationComplete) owned by ntoskrnl.exe
  Entry 0x010b: 0xfffff80002ebc9a0 (NtPropagationFailed) owned by ntoskrnl.exe
  Entry 0x010c: 0xfffff80002d89634 (NtPulseEvent) owned by ntoskrnl.exe
  Entry 0x010d: 0xfffff80002f06500 (NtQueryBootEntryOrder) owned by ntoskrnl.exe
  Entry 0x010e: 0xfffff80002e7c870 (NtQueryBootOptions) owned by ntoskrnl.exe
  Entry 0x010f: 0xfffff80002ab3330 (NtQueryDebugFilterState) owned by ntoskrnl.exe
  Entry 0x0110: 0xfffff80002d09e54 (NtQueryDirectoryObject) owned by ntoskrnl.exe
  Entry 0x0111: 0xfffff80002f06260 (NtQueryDriverEntryOrder) owned by ntoskrnl.exe
  Entry 0x0112: 0xfffff80002f0fe70 (NtQueryEaFile) owned by ntoskrnl.exe
  Entry 0x0113: 0xfffff80002d0d8a0 (NtQueryFullAttributesFile) owned by ntoskrnl.exe
  Entry 0x0114: 0xfffff80002e7fb20 (NtQueryInformationAtom) owned by ntoskrnl.exe
  Entry 0x0115: 0xfffff80002eb21e0 (NtQueryInformationEnlistment) owned by ntoskrnl.exe
  Entry 0x0116: 0xfffff80002edb670 (NtQueryInformationJobObject) owned by ntoskrnl.exe
  Entry 0x0117: 0xfffff80002e54a70 (NtQueryInformationPort) owned by ntoskrnl.exe
  Entry 0x0118: 0xfffff80002eb17e0 (NtQueryInformationResourceManager) owned by ntoskrnl.exe
  Entry 0x0119: 0xfffff80002eb1a90 (NtQueryInformationTransaction) owned by ntoskrnl.exe
  Entry 0x011a: 0xfffff80002d88498 (NtQueryInformationTransactionManager) owned by ntoskrnl.exe
  Entry 0x011b: 0xfffff80002be08c0 (NtQueryInformationWorkerFactory) owned by ntoskrnl.exe
  Entry 0x011c: 0xfffff80002d90788 (NtQueryInstallUILanguage) owned by ntoskrnl.exe
  Entry 0x011d: 0xfffff80002dff940 (NtQueryIntervalProfile) owned by ntoskrnl.exe
  Entry 0x011e: 0xfffff80002ea4580 (NtQueryIoCompletion) owned by ntoskrnl.exe
  Entry 0x011f: 0xfffff80002d544a8 (NtQueryLicenseValue) owned by ntoskrnl.exe
  Entry 0x0120: 0xfffff80002d612ac (NtQueryMultipleValueKey) owned by ntoskrnl.exe
  Entry 0x0121: 0xfffff80002ea4c40 (NtQueryMutant) owned by ntoskrnl.exe
  Entry 0x0122: 0xfffff80002ee9390 (NtQueryOpenSubKeys) owned by ntoskrnl.exe
  Entry 0x0123: 0xfffff80002ee8f90 (NtQueryOpenSubKeysEx) owned by ntoskrnl.exe
  Entry 0x0124: 0xfffff80002dede60 (NtQueryPortInformationProcess) owned by ntoskrnl.exe
  Entry 0x0125: 0xfffff80002f0f150 (NtQueryQuotaInformationFile) owned by ntoskrnl.exe
  Entry 0x0126: 0xfffff80002d55bb8 (NtQuerySecurityAttributesToken) owned by ntoskrnl.exe
  Entry 0x0127: 0xfffff80002d2e7e0 (NtQuerySecurityObject) owned by ntoskrnl.exe
  Entry 0x0128: 0xfffff80002ea4df0 (NtQuerySemaphore) owned by ntoskrnl.exe
  Entry 0x0129: 0xfffff80002ed0cc0 (NtQuerySymbolicLinkObject) owned by ntoskrnl.exe
  Entry 0x012a: 0xfffff80002ede780 (NtQuerySystemEnvironmentValue) owned by ntoskrnl.exe
  Entry 0x012b: 0xfffff80002f11c30 (NtQuerySystemEnvironmentValueEx) owned by ntoskrnl.exe
  Entry 0x012c: 0xfffff80002d90b30 (NtQuerySystemInformationEx) owned by ntoskrnl.exe
  Entry 0x012d: 0xfffff80002d8fc1c (NtQueryTimerResolution) owned by ntoskrnl.exe
  Entry 0x012e: 0xfffff80002d0af4c (NtQueueApcThreadEx) owned by ntoskrnl.exe
  Entry 0x012f: 0xfffff80002ae1860 (NtRaiseException) owned by ntoskrnl.exe
  Entry 0x0130: 0xfffff80002ec6a70 (NtRaiseHardError) owned by ntoskrnl.exe
  Entry 0x0131: 0xfffff80002ebea40 (NtReadOnlyEnlistment) owned by ntoskrnl.exe
  Entry 0x0132: 0xfffff80002eedb60 (NtRecoverEnlistment) owned by ntoskrnl.exe
  Entry 0x0133: 0xfffff80002d87b48 (NtRecoverResourceManager) owned by ntoskrnl.exe
  Entry 0x0134: 0xfffff80002d83dec (NtRecoverTransactionManager) owned by ntoskrnl.exe
  Entry 0x0135: 0xfffff80002efc230 (NtRegisterProtocolAddressInformation) owned by ntoskrnl.exe
  Entry 0x0136: 0xfffff80002ea5710 (NtRegisterThreadTerminatePort) owned by ntoskrnl.exe
  Entry 0x0137: 0xfffff80002d1bb9c (NtReleaseKeyedEvent) owned by ntoskrnl.exe
  Entry 0x0138: 0xfffff80002a962d0 (NtReleaseWorkerFactoryWorker) owned by ntoskrnl.exe
  Entry 0x0139: 0xfffff80002d6e188 (NtRemoveIoCompletionEx) owned by ntoskrnl.exe
  Entry 0x013a: 0xfffff80002ea4830 (NtRemoveProcessDebug) owned by ntoskrnl.exe
  Entry 0x013b: 0xfffff80002ef4090 (NtRenameKey) owned by ntoskrnl.exe
  Entry 0x013c: 0xfffff80002edb490 (NtRenameTransactionManager) owned by ntoskrnl.exe
  Entry 0x013d: 0xfffff80002f349b0 (NtReplaceKey) owned by ntoskrnl.exe
  Entry 0x013e: 0xfffff80002bf02a0 (NtReplacePartitionUnit) owned by ntoskrnl.exe
  Entry 0x013f: 0xfffff80002e79c60 (NtReplyWaitReplyPort) owned by ntoskrnl.exe
  Entry 0x0140: 0xfffff80002d158b8 (NtRequestPort) owned by ntoskrnl.exe
  Entry 0x0141: 0xfffff80002ea4fb0 (NtResetEvent) owned by ntoskrnl.exe
  Entry 0x0142: 0xfffff80002ab10a0 (NtResetWriteWatch) owned by ntoskrnl.exe
  Entry 0x0143: 0xfffff80002f34c90 (NtRestoreKey) owned by ntoskrnl.exe
  Entry 0x0144: 0xfffff80002eeacb0 (NtResumeProcess) owned by ntoskrnl.exe
  Entry 0x0145: 0xfffff80002ebca40 (NtRollbackComplete) owned by ntoskrnl.exe
  Entry 0x0146: 0xfffff80002ee6830 (NtRollbackEnlistment) owned by ntoskrnl.exe
  Entry 0x0147: 0xfffff80002eed200 (NtRollbackTransaction) owned by ntoskrnl.exe
  Entry 0x0148: 0xfffff80002ef12f0 (NtRollforwardTransactionManager) owned by ntoskrnl.exe
  Entry 0x0149: 0xfffff80002f32b90 (NtSaveKey) owned by ntoskrnl.exe
  Entry 0x014a: 0xfffff80002f328e0 (NtSaveKeyEx) owned by ntoskrnl.exe
  Entry 0x014b: 0xfffff80002f32710 (NtSaveMergedKeys) owned by ntoskrnl.exe
  Entry 0x014c: 0xfffff80002d1d380 (NtSecureConnectPort) owned by ntoskrnl.exe
  Entry 0x014d: 0xfffff80002e58540 (NtSerializeBoot) owned by ntoskrnl.exe
  Entry 0x014e: 0xfffff80002ede170 (NtSetBootEntryOrder) owned by ntoskrnl.exe
  Entry 0x014f: 0xfffff80002e7feb0 (NtSetBootOptions) owned by ntoskrnl.exe
  Entry 0x0150: 0xfffff80002ea5670 (NtSetContextThread) owned by ntoskrnl.exe
  Entry 0x0151: 0xfffff80002e54c40 (NtSetDebugFilterState) owned by ntoskrnl.exe
  Entry 0x0152: 0xfffff80002e58590 (NtSetDefaultHardErrorPort) owned by ntoskrnl.exe
  Entry 0x0153: 0xfffff80002e2fd30 (NtSetDefaultLocale) owned by ntoskrnl.exe
  Entry 0x0154: 0xfffff80002e31410 (NtSetDefaultUILanguage) owned by ntoskrnl.exe
  Entry 0x0155: 0xfffff80002edded0 (NtSetDriverEntryOrder) owned by ntoskrnl.exe
  Entry 0x0156: 0xfffff80002f0f9e0 (NtSetEaFile) owned by ntoskrnl.exe
  Entry 0x0157: 0xfffff80002ebba10 (NtSetHighEventPair) owned by ntoskrnl.exe
  Entry 0x0158: 0xfffff80002ebc4e0 (NtSetHighWaitLowEventPair) owned by ntoskrnl.exe
  Entry 0x0159: 0xfffff80002eb8690 (NtSetInformationDebugObject) owned by ntoskrnl.exe
  Entry 0x015a: 0xfffff80002eb7e00 (NtSetInformationEnlistment) owned by ntoskrnl.exe
  Entry 0x015b: 0xfffff80002ee9940 (NtSetInformationJobObject) owned by ntoskrnl.exe
  Entry 0x015c: 0xfffff80002d221b8 (NtSetInformationKey) owned by ntoskrnl.exe
  Entry 0x015d: 0xfffff80002efb340 (NtSetInformationResourceManager) owned by ntoskrnl.exe
  Entry 0x015e: 0xfffff80002d64874 (NtSetInformationToken) owned by ntoskrnl.exe
  Entry 0x015f: 0xfffff80002efd5c0 (NtSetInformationTransaction) owned by ntoskrnl.exe
  Entry 0x0160: 0xfffff80002edb3f0 (NtSetInformationTransactionManager) owned by ntoskrnl.exe
  Entry 0x0161: 0xfffff80002a82d70 (NtSetInformationWorkerFactory) owned by ntoskrnl.exe
  Entry 0x0162: 0xfffff80002e2d7b0 (NtSetIntervalProfile) owned by ntoskrnl.exe
  Entry 0x0163: 0xfffff80002d4e874 (NtSetIoCompletion) owned by ntoskrnl.exe
  Entry 0x0164: 0xfffff80002ea4440 (NtSetIoCompletionEx) owned by ntoskrnl.exe
  Entry 0x0165: 0xfffff80002b1fe60 (NtSetLdtEntries) owned by ntoskrnl.exe
  Entry 0x0166: 0xfffff80002ebba80 (NtSetLowEventPair) owned by ntoskrnl.exe
  Entry 0x0167: 0xfffff80002ebc560 (NtSetLowWaitHighEventPair) owned by ntoskrnl.exe
  Entry 0x0168: 0xfffff80002f12350 (NtSetQuotaInformationFile) owned by ntoskrnl.exe
  Entry 0x0169: 0xfffff80002ead700 (NtSetSecurityObject) owned by ntoskrnl.exe
  Entry 0x016a: 0xfffff80002ede410 (NtSetSystemEnvironmentValue) owned by ntoskrnl.exe
  Entry 0x016b: 0xfffff80002f11910 (NtSetSystemEnvironmentValueEx) owned by ntoskrnl.exe
  Entry 0x016c: 0xfffff80002f28cc0 (NtSetSystemInformation) owned by ntoskrnl.exe
  Entry 0x016d: 0xfffff80002cfedf0 (NtSetSystemPowerState) owned by ntoskrnl.exe
  Entry 0x016e: 0xfffff80002eac4d0 (NtSetSystemTime) owned by ntoskrnl.exe
  Entry 0x016f: 0xfffff80002ee0a00 (NtSetThreadExecutionState) owned by ntoskrnl.exe
  Entry 0x0170: 0xfffff80002ab2104 (NtSetTimerEx) owned by ntoskrnl.exe
  Entry 0x0171: 0xfffff80002eba7a0 (NtSetTimerResolution) owned by ntoskrnl.exe
  Entry 0x0172: 0xfffff80002efaf80 (NtSetUuidSeed) owned by ntoskrnl.exe
  Entry 0x0173: 0xfffff80002d7f0fc (NtSetVolumeInformationFile) owned by ntoskrnl.exe
  Entry 0x0174: 0xfffff80002f36ea0 (NtShutdownSystem) owned by ntoskrnl.exe
  Entry 0x0175: 0xfffff80002d87f60 (NtShutdownWorkerFactory) owned by ntoskrnl.exe
  Entry 0x0176: 0xfffff80002bd85e0 (NtSignalAndWaitForSingleObject) owned by ntoskrnl.exe
  Entry 0x0177: 0xfffff80002ef1000 (NtSinglePhaseReject) owned by ntoskrnl.exe
  Entry 0x0178: 0xfffff80002f07eb0 (NtStartProfile) owned by ntoskrnl.exe
  Entry 0x0179: 0xfffff80002ebf900 (NtStopProfile) owned by ntoskrnl.exe
  Entry 0x017a: 0xfffff80002eec370 (NtSuspendProcess) owned by ntoskrnl.exe
  Entry 0x017b: 0xfffff80002d076ec (NtSuspendThread) owned by ntoskrnl.exe
  Entry 0x017c: 0xfffff80002d08e60 (NtSystemDebugControl) owned by ntoskrnl.exe
  Entry 0x017d: 0xfffff80002d7caec (NtTerminateJobObject) owned by ntoskrnl.exe
  Entry 0x017e: 0xfffff80002d6031c (NtTestAlert) owned by ntoskrnl.exe
  Entry 0x017f: 0xfffff80002badb70 (NtThawRegistry) owned by ntoskrnl.exe
  Entry 0x0180: 0xfffff80002e59f10 (NtThawTransactions) owned by ntoskrnl.exe
  Entry 0x0181: 0xfffff80002f1e100 (NtTraceControl) owned by ntoskrnl.exe
  Entry 0x0182: 0xfffff80002eb93c0 (NtTranslateFilePath) owned by ntoskrnl.exe
  Entry 0x0183: 0xfffff80002e08540 (NtUmsThreadYield) owned by ntoskrnl.exe
  Entry 0x0184: 0xfffff80002e66510 (NtUnloadDriver) owned by ntoskrnl.exe
  Entry 0x0185: 0xfffff80002d88a6c (NtUnloadKey) owned by ntoskrnl.exe
  Entry 0x0186: 0xfffff80002d6d194 (NtUnloadKey2) owned by ntoskrnl.exe
  Entry 0x0187: 0xfffff80002ef07e0 (NtUnloadKeyEx) owned by ntoskrnl.exe
  Entry 0x0188: 0xfffff80002d0424c (NtUnlockFile) owned by ntoskrnl.exe
  Entry 0x0189: 0xfffff80002bd7a60 (NtUnlockVirtualMemory) owned by ntoskrnl.exe
  Entry 0x018a: 0xfffff80002f0e3a0 (NtVdmControl) owned by ntoskrnl.exe
  Entry 0x018b: 0xfffff80002ed2510 (NtWaitForDebugEvent) owned by ntoskrnl.exe
  Entry 0x018c: 0xfffff80002d58794 (NtWaitForKeyedEvent) owned by ntoskrnl.exe
  Entry 0x018d: 0xfffff80002a83750 (NtWaitForWorkViaWorkerFactory) owned by ntoskrnl.exe
  Entry 0x018e: 0xfffff80002eb15c0 (NtWaitHighEventPair) owned by ntoskrnl.exe
  Entry 0x018f: 0xfffff80002eb1650 (NtWaitLowEventPair) owned by ntoskrnl.exe
  Entry 0x0190: 0xfffff80002a651b0 (NtWorkerFactoryWorkerReady) owned by ntoskrnl.exe
SSDT[1] at fffff96000165500 with 827 entries
  Entry 0x1000: 0xfffff96000158b44 (NtUserGetThreadState) owned by win32k.sys
  Entry 0x1001: 0xfffff96000155c18 (NtUserPeekMessage) owned by win32k.sys
  Entry 0x1002: 0xfffff96000167570 (NtUserCallOneParam) owned by win32k.sys
  Entry 0x1003: 0xfffff96000175b70 (NtUserGetKeyState) owned by win32k.sys
  Entry 0x1004: 0xfffff9600016ed80 (NtUserInvalidateRect) owned by win32k.sys
  Entry 0x1005: 0xfffff96000167764 (NtUserCallNoParam) owned by win32k.sys
  Entry 0x1006: 0xfffff9600015ed70 (NtUserGetMessage) owned by win32k.sys
  Entry 0x1007: 0xfffff96000142f40 (NtUserMessageCall) owned by win32k.sys
  Entry 0x1008: 0xfffff960001690d4 (NtGdiBitBlt) owned by win32k.sys
  Entry 0x1009: 0xfffff9600026fe44 (NtGdiGetCharSet) owned by win32k.sys
  Entry 0x100a: 0xfffff96000152244 (NtUserGetDC) owned by win32k.sys
  Entry 0x100b: 0xfffff9600014a040 (NtGdiSelectBitmap) owned by win32k.sys
  Entry 0x100c: 0xfffff96000171e30 (NtUserWaitMessage) owned by win32k.sys
  Entry 0x100d: 0xfffff960001707b8 (NtUserTranslateMessage) owned by win32k.sys
  Entry 0x100e: 0xfffff960001741d0 (NtUserGetProp) owned by win32k.sys
  Entry 0x100f: 0xfffff960001640a4 (NtUserPostMessage) owned by win32k.sys
  Entry 0x1010: 0xfffff96000115f20 (NtUserQueryWindow) owned by win32k.sys
  Entry 0x1011: 0xfffff9600016a640 (NtUserTranslateAccelerator) owned by win32k.sys
  Entry 0x1012: 0xfffff96000109398 (NtGdiFlush) owned by win32k.sys
  Entry 0x1013: 0xfffff960001711bc (NtUserRedrawWindow) owned by win32k.sys
  Entry 0x1014: 0xfffff96000170aa8 (NtUserWindowFromPoint) owned by win32k.sys
  Entry 0x1015: 0xfffff96000175554 (NtUserCallMsgFilter) owned by win32k.sys
  Entry 0x1016: 0xfffff96000168ccc (NtUserValidateTimerCallback) owned by win32k.sys
  Entry 0x1017: 0xfffff96000170c3c (NtUserBeginPaint) owned by win32k.sys
  Entry 0x1018: 0xfffff9600011630c (NtUserSetTimer) owned by win32k.sys
  Entry 0x1019: 0xfffff96000170e00 (NtUserEndPaint) owned by win32k.sys
  Entry 0x101a: 0xfffff9600016f99c (NtUserSetCursor) owned by win32k.sys
  Entry 0x101b: 0xfffff96000116c34 (NtUserKillTimer) owned by win32k.sys
  Entry 0x101c: 0xfffff96000106784 (NtUserBuildHwndList) owned by win32k.sys
  Entry 0x101d: 0xfffff9600010c0f0 (NtUserSelectPalette) owned by win32k.sys
  Entry 0x101e: 0xfffff96000178764 (NtUserCallNextHookEx) owned by win32k.sys
  Entry 0x101f: 0xfffff9600016eb94 (NtUserHideCaret) owned by win32k.sys
  Entry 0x1020: 0xfffff9600029b1e4 (NtGdiIntersectClipRect) owned by win32k.sys
  Entry 0x1021: 0xfffff9600016d81c (NtUserCallHwndLock) owned by win32k.sys
  Entry 0x1022: 0xfffff9600014cba0 (NtUserGetProcessWindowStation) owned by win32k.sys
  Entry 0x1023: 0xfffff96000118b94 (NtGdiDeleteObjectApp) owned by win32k.sys
  Entry 0x1024: 0xfffff9600016ab60 (NtUserSetWindowPos) owned by win32k.sys
  Entry 0x1025: 0xfffff96000170120 (NtUserShowCaret) owned by win32k.sys
  Entry 0x1026: 0xfffff9600016a38c (NtUserEndDeferWindowPosEx) owned by win32k.sys
  Entry 0x1027: 0xfffff9600016da4c (NtUserCallHwndParamLock) owned by win32k.sys
  Entry 0x1028: 0xfffff9600017435c (NtUserVkKeyScanEx) owned by win32k.sys
  Entry 0x1029: 0xfffff96000110fe4 (NtGdiSetDIBitsToDeviceInternal) owned by win32k.sys
  Entry 0x102a: 0xfffff96000118b20 (NtUserCallTwoParam) owned by win32k.sys
  Entry 0x102b: 0xfffff9600029b174 (NtGdiGetRandomRgn) owned by win32k.sys
  Entry 0x102c: 0xfffff96000173974 (NtUserCopyAcceleratorTable) owned by win32k.sys
  Entry 0x102d: 0xfffff9600016bdb0 (NtUserNotifyWinEvent) owned by win32k.sys
  Entry 0x102e: 0xfffff9600029b080 (NtGdiExtSelectClipRgn) owned by win32k.sys
  Entry 0x102f: 0xfffff9600016eecc (NtUserIsClipboardFormatAvailable) owned by win32k.sys
  Entry 0x1030: 0xfffff9600010fe60 (NtUserSetScrollInfo) owned by win32k.sys
  Entry 0x1031: 0xfffff9600029b09c (NtGdiStretchBlt) owned by win32k.sys
  Entry 0x1032: 0xfffff96000170d50 (NtUserCreateCaret) owned by win32k.sys
  Entry 0x1033: 0xfffff96000299dd8 (NtGdiRectVisible) owned by win32k.sys
  Entry 0x1034: 0xfffff9600029b45c (NtGdiCombineRgn) owned by win32k.sys
  Entry 0x1035: 0xfffff9600010cdd8 (NtGdiGetDCObject) owned by win32k.sys
  Entry 0x1036: 0xfffff9600016cfec (NtUserDispatchMessage) owned by win32k.sys
  Entry 0x1037: 0xfffff9600014b6bc (NtUserRegisterWindowMessage) owned by win32k.sys
  Entry 0x1038: 0xfffff9600029b934 (NtGdiExtTextOutW) owned by win32k.sys
  Entry 0x1039: 0xfffff9600029b074 (NtGdiSelectFont) owned by win32k.sys
  Entry 0x103a: 0xfffff9600010cf30 (NtGdiRestoreDC) owned by win32k.sys
  Entry 0x103b: 0xfffff9600010c1c0 (NtGdiSaveDC) owned by win32k.sys
  Entry 0x103c: 0xfffff96000104884 (NtUserGetForegroundWindow) owned by win32k.sys
  Entry 0x103d: 0xfffff96000170190 (NtUserShowScrollBar) owned by win32k.sys
  Entry 0x103e: 0xfffff9600013a580 (NtUserFindExistingCursorIcon) owned by win32k.sys
  Entry 0x103f: 0xfffff960000b7280 (NtGdiGetDCDword) owned by win32k.sys
  Entry 0x1040: 0xfffff96000252ac4 (NtGdiGetRegionData) owned by win32k.sys
  Entry 0x1041: 0xfffff960002a0384 (NtGdiLineTo) owned by win32k.sys
  Entry 0x1042: 0xfffff9600014cbd0 (NtUserSystemParametersInfo) owned by win32k.sys
  Entry 0x1043: 0xfffff96000299e88 (NtGdiGetAppClipBox) owned by win32k.sys
  Entry 0x1044: 0xfffff9600016e1ac (NtUserGetAsyncKeyState) owned by win32k.sys
  Entry 0x1045: 0xfffff960001738f0 (NtUserGetCPD) owned by win32k.sys
  Entry 0x1046: 0xfffff960001740e4 (NtUserRemoveProp) owned by win32k.sys
  Entry 0x1047: 0xfffff9600012f178 (NtGdiDoPalette) owned by win32k.sys
  Entry 0x1048: 0xfffff96000299148 (NtGdiPolyPolyDraw) owned by win32k.sys
  Entry 0x1049: 0xfffff9600016f784 (NtUserSetCapture) owned by win32k.sys
  Entry 0x104a: 0xfffff9600017919c (NtUserEnumDisplayMonitors) owned by win32k.sys
  Entry 0x104b: 0xfffff9600011b874 (NtGdiCreateCompatibleBitmap) owned by win32k.sys
  Entry 0x104c: 0xfffff96000174254 (NtUserSetProp) owned by win32k.sys
  Entry 0x104d: 0xfffff9600029ceb8 (NtGdiGetTextCharsetInfo) owned by win32k.sys
  Entry 0x104e: 0xfffff96000175cb0 (NtUserSBGetParms) owned by win32k.sys
  Entry 0x104f: 0xfffff96000135894 (NtUserGetIconInfo) owned by win32k.sys
  Entry 0x1050: 0xfffff96000170ee8 (NtUserExcludeUpdateRgn) owned by win32k.sys
  Entry 0x1051: 0xfffff9600016fa08 (NtUserSetFocus) owned by win32k.sys
  Entry 0x1052: 0xfffff9600011b770 (NtGdiExtGetObjectW) owned by win32k.sys
  Entry 0x1053: 0xfffff9600016a1a8 (NtUserDeferWindowPos) owned by win32k.sys
  Entry 0x1054: 0xfffff9600016eab0 (NtUserGetUpdateRect) owned by win32k.sys
  Entry 0x1055: 0xfffff96000149e90 (NtGdiCreateCompatibleDC) owned by win32k.sys
  Entry 0x1056: 0xfffff9600016e88c (NtUserGetClipboardSequenceNumber) owned by win32k.sys
  Entry 0x1057: 0xfffff9600029b090 (NtGdiCreatePen) owned by win32k.sys
  Entry 0x1058: 0xfffff9600012f070 (NtUserShowWindow) owned by win32k.sys
  Entry 0x1059: 0xfffff960000e2cbc (NtUserGetKeyboardLayoutList) owned by win32k.sys
  Entry 0x105a: 0xfffff96000295430 (NtGdiPatBlt) owned by win32k.sys
  Entry 0x105b: 0xfffff96000174050 (NtUserMapVirtualKeyEx) owned by win32k.sys
  Entry 0x105c: 0xfffff9600010ff70 (NtUserSetWindowLong) owned by win32k.sys
  Entry 0x105d: 0xfffff960000b7100 (NtGdiHfontCreate) owned by win32k.sys
  Entry 0x105e: 0xfffff9600016a518 (NtUserMoveWindow) owned by win32k.sys
  Entry 0x105f: 0xfffff96000116870 (NtUserPostThreadMessage) owned by win32k.sys
  Entry 0x1060: 0xfffff9600016a030 (NtUserDrawIconEx) owned by win32k.sys
  Entry 0x1061: 0xfffff960001269f0 (NtUserGetSystemMenu) owned by win32k.sys
  Entry 0x1062: 0xfffff9600029d314 (NtGdiDrawStream) owned by win32k.sys
  Entry 0x1063: 0xfffff9600017183c (NtUserInternalGetWindowText) owned by win32k.sys
  Entry 0x1064: 0xfffff960001710bc (NtUserGetWindowDC) owned by win32k.sys
  Entry 0x1065: 0xfffff96000229f68 (NtGdiD3dDrawPrimitives2) owned by win32k.sys
  Entry 0x1066: 0xfffff96000250e90 (NtGdiInvertRgn) owned by win32k.sys
  Entry 0x1067: 0xfffff9600029b56c (NtGdiGetRgnBox) owned by win32k.sys
  Entry 0x1068: 0xfffff9600029ed44 (NtGdiGetAndSetDCDword) owned by win32k.sys
  Entry 0x1069: 0xfffff9600029a0fc (NtGdiMaskBlt) owned by win32k.sys
  Entry 0x106a: 0xfffff960000edf18 (NtGdiGetWidthTable) owned by win32k.sys
  Entry 0x106b: 0xfffff960001053d0 (NtUserScrollDC) owned by win32k.sys
  Entry 0x106c: 0xfffff9600014c640 (NtUserGetObjectInformation) owned by win32k.sys
  Entry 0x106d: 0xfffff96000149ed4 (NtGdiCreateBitmap) owned by win32k.sys
  Entry 0x106e: 0xfffff96000173a74 (NtUserFindWindowEx) owned by win32k.sys
  Entry 0x106f: 0xfffff960002957bc (NtGdiPolyPatBlt) owned by win32k.sys
  Entry 0x1070: 0xfffff96000170844 (NtUserUnhookWindowsHookEx) owned by win32k.sys
  Entry 0x1071: 0xfffff960001100d0 (NtGdiGetNearestColor) owned by win32k.sys
  Entry 0x1072: 0xfffff9600029cd58 (NtGdiTransformPoints) owned by win32k.sys
  Entry 0x1073: 0xfffff9600029cbc8 (NtGdiGetDCPoint) owned by win32k.sys
  Entry 0x1074: 0xfffff960002a6abc (NtGdiCreateDIBBrush) owned by win32k.sys
  Entry 0x1075: 0xfffff960000b71f0 (NtGdiGetTextMetricsW) owned by win32k.sys
