#########################################################################################################################################################################################################################################
# Investigation Details
# ======================
# Investigator Name: Solomon Sonya
# Investigation Description: MemLabs Lab 1
# Investigation Date: 2022-01-16-0854:41
#
# Analysis Framework
# ======================
# Analysis Framework Name: Xavier Framework
# Analysis Framework Version: 2.111
#
# Memory Analysis Binary
# ======================
# File Name: vol_2.6.exe	 File Size: 15.79 MBs	 Creation Date: 2022-01-08-0433:36	 Last Accessed: 2022-01-08-0433:36	 Last Modified: 2021-02-28-2153:29	 
# MD5: 2fc05486a3fe93cef213cc37748bf556	 SHA-256: 672a00461ffb8d59536c86192450b66d552e67809fc8584d1792b42b22c5f4e1	 
#
# Analysis Image Details
# ======================
# Memory Image Path: C:\xavier\xavier_framework\import\memory_image\MemoryDump_Lab1.raw
# File Name: MemoryDump_Lab1.raw	 File Size: 1.07 GBs	 Creation Date: 2022-01-16-0853:49	 Last Accessed: 2022-01-16-0853:50	 Last Modified: 2019-12-11-0838:17	 
# MD5: b9fec1a443907d870cb32b048bda9380	 SHA-256: 88e708413898c98351d1a5a221799fc34460dfecb20e482ca5247b0b113b8cf2	 
#
# Plugin Details
# ======================
# Plugin Name: ssdt
# Plugin Description: Display SSDT entries
#
# Execution Details
# ======================
# Execution Command: "C:\xavier\xavier_framework\import\memory_analysis\vol_2.6.exe" -f "C:\xavier\xavier_framework\import\memory_image\MemoryDump_Lab1.raw" ssdt --profile=Win7SP1x64
#########################################################################################################################################################################################################################################


Volatility Foundation Volatility Framework 2.6
[x64] Gathering all referenced SSDTs from KeAddSystemServiceTable...
  Entry 0x00f9: 0xfffff80002945f70 (NtOpenProcessToken) owned by ntoskrnl.exe
  Entry 0x00fa: 0xfffff800029c28ec (NtOpenResourceManager) owned by ntoskrnl.exe
  Entry 0x00fb: 0xfffff80002906f68 (NtOpenSemaphore) owned by ntoskrnl.exe
  Entry 0x00fc: 0xfffff80002a84980 (NtOpenSession) owned by ntoskrnl.exe
  Entry 0x00fd: 0xfffff80002946060 (NtOpenSymbolicLinkObject) owned by ntoskrnl.exe
  Entry 0x00fe: 0xfffff8000299173c (NtOpenThread) owned by ntoskrnl.exe
  Entry 0x00ff: 0xfffff80002a84e50 (NtOpenTimer) owned by ntoskrnl.exe
  Entry 0x0100: 0xfffff80002abebf0 (NtOpenTransaction) owned by ntoskrnl.exe
  Entry 0x0101: 0xfffff80002ac1ae0 (NtOpenTransactionManager) owned by ntoskrnl.exe
  Entry 0x0102: 0xfffff80002963b3c (NtPlugPlayControl) owned by ntoskrnl.exe
  Entry 0x0103: 0xfffff80002ac85d0 (NtPrePrepareComplete) owned by ntoskrnl.exe
  Entry 0x0104: 0xfffff80002aef0b0 (NtPrePrepareEnlistment) owned by ntoskrnl.exe
  Entry 0x0105: 0xfffff80002ac8680 (NtPrepareComplete) owned by ntoskrnl.exe
  Entry 0x0106: 0xfffff80002aef160 (NtPrepareEnlistment) owned by ntoskrnl.exe
  Entry 0x0107: 0xfffff80002939040 (NtPrivilegeCheck) owned by ntoskrnl.exe
  Entry 0x0108: 0xfffff80002ac3fd0 (NtPrivilegeObjectAuditAlarm) owned by ntoskrnl.exe
  Entry 0x0109: 0xfffff80002909764 (NtPrivilegedServiceAuditAlarm) owned by ntoskrnl.exe
  Entry 0x010a: 0xfffff80002af55e0 (NtPropagationComplete) owned by ntoskrnl.exe
  Entry 0x010b: 0xfffff80002ac6600 (NtPropagationFailed) owned by ntoskrnl.exe
  Entry 0x010c: 0xfffff800029041c0 (NtPulseEvent) owned by ntoskrnl.exe
  Entry 0x010d: 0xfffff80002afc100 (NtQueryBootEntryOrder) owned by ntoskrnl.exe
  Entry 0x010e: 0xfffff80002a8fc80 (NtQueryBootOptions) owned by ntoskrnl.exe
  Entry 0x010f: 0xfffff800026da720 (NtQueryDebugFilterState) owned by ntoskrnl.exe
  Entry 0x0110: 0xfffff800029b9344 (NtQueryDirectoryObject) owned by ntoskrnl.exe
  Entry 0x0111: 0xfffff80002afbe60 (NtQueryDriverEntryOrder) owned by ntoskrnl.exe
  Entry 0x0112: 0xfffff80002b04780 (NtQueryEaFile) owned by ntoskrnl.exe
  Entry 0x0113: 0xfffff800029310d4 (NtQueryFullAttributesFile) owned by ntoskrnl.exe
  Entry 0x0114: 0xfffff80002a919e0 (NtQueryInformationAtom) owned by ntoskrnl.exe
  Entry 0x0115: 0xfffff80002abd150 (NtQueryInformationEnlistment) owned by ntoskrnl.exe
  Entry 0x0116: 0xfffff80002ade710 (NtQueryInformationJobObject) owned by ntoskrnl.exe
  Entry 0x0117: 0xfffff80002a6ddf0 (NtQueryInformationPort) owned by ntoskrnl.exe
  Entry 0x0118: 0xfffff80002abc820 (NtQueryInformationResourceManager) owned by ntoskrnl.exe
  Entry 0x0119: 0xfffff80002abca90 (NtQueryInformationTransaction) owned by ntoskrnl.exe
  Entry 0x011a: 0xfffff800029c2460 (NtQueryInformationTransactionManager) owned by ntoskrnl.exe
  Entry 0x011b: 0xfffff800027b3510 (NtQueryInformationWorkerFactory) owned by ntoskrnl.exe
  Entry 0x011c: 0xfffff8000295e1c0 (NtQueryInstallUILanguage) owned by ntoskrnl.exe
  Entry 0x011d: 0xfffff80002a1c0a0 (NtQueryIntervalProfile) owned by ntoskrnl.exe
  Entry 0x011e: 0xfffff80002ab2110 (NtQueryIoCompletion) owned by ntoskrnl.exe
  Entry 0x011f: 0xfffff80002983f28 (NtQueryLicenseValue) owned by ntoskrnl.exe
  Entry 0x0120: 0xfffff80002953d44 (NtQueryMultipleValueKey) owned by ntoskrnl.exe
  Entry 0x0121: 0xfffff80002ab2690 (NtQueryMutant) owned by ntoskrnl.exe
  Entry 0x0122: 0xfffff80002ae9ed0 (NtQueryOpenSubKeys) owned by ntoskrnl.exe
  Entry 0x0123: 0xfffff80002ae9ae0 (NtQueryOpenSubKeysEx) owned by ntoskrnl.exe
  Entry 0x0124: 0xfffff80002a0a3c0 (NtQueryPortInformationProcess) owned by ntoskrnl.exe
  Entry 0x0125: 0xfffff80002b03a90 (NtQueryQuotaInformationFile) owned by ntoskrnl.exe
  Entry 0x0126: 0xfffff80002963940 (NtQuerySecurityAttributesToken) owned by ntoskrnl.exe
  Entry 0x0127: 0xfffff80002934350 (NtQuerySecurityObject) owned by ntoskrnl.exe
  Entry 0x0128: 0xfffff80002ab2840 (NtQuerySemaphore) owned by ntoskrnl.exe
  Entry 0x0129: 0xfffff8000294a27c (NtQuerySymbolicLinkObject) owned by ntoskrnl.exe
  Entry 0x012a: 0xfffff80002ae13d0 (NtQuerySystemEnvironmentValue) owned by ntoskrnl.exe
  Entry 0x012b: 0xfffff80002b059a0 (NtQuerySystemEnvironmentValueEx) owned by ntoskrnl.exe
  Entry 0x012c: 0xfffff80002981c90 (NtQuerySystemInformationEx) owned by ntoskrnl.exe
  Entry 0x012d: 0xfffff8000290581c (NtQueryTimerResolution) owned by ntoskrnl.exe
  Entry 0x012e: 0xfffff80002983dc0 (NtQueueApcThreadEx) owned by ntoskrnl.exe
  Entry 0x012f: 0xfffff800026a1380 (NtRaiseException) owned by ntoskrnl.exe
  Entry 0x0130: 0xfffff80002ace2a0 (NtRaiseHardError) owned by ntoskrnl.exe
  Entry 0x0131: 0xfffff80002ac8520 (NtReadOnlyEnlistment) owned by ntoskrnl.exe
  Entry 0x0132: 0xfffff80002aee050 (NtRecoverEnlistment) owned by ntoskrnl.exe
  Entry 0x0133: 0xfffff80002926828 (NtRecoverResourceManager) owned by ntoskrnl.exe
  Entry 0x0134: 0xfffff80002926410 (NtRecoverTransactionManager) owned by ntoskrnl.exe
  Entry 0x0135: 0xfffff80002af56f0 (NtRegisterProtocolAddressInformation) owned by ntoskrnl.exe
  Entry 0x0136: 0xfffff80002ab30c0 (NtRegisterThreadTerminatePort) owned by ntoskrnl.exe
  Entry 0x0137: 0xfffff80002986820 (NtReleaseKeyedEvent) owned by ntoskrnl.exe
  Entry 0x0138: 0xfffff8000268baac (NtReleaseWorkerFactoryWorker) owned by ntoskrnl.exe
  Entry 0x0139: 0xfffff8000293e324 (NtRemoveIoCompletionEx) owned by ntoskrnl.exe
  Entry 0x013a: 0xfffff80002ab23b0 (NtRemoveProcessDebug) owned by ntoskrnl.exe
  Entry 0x013b: 0xfffff80002af0440 (NtRenameKey) owned by ntoskrnl.exe
  Entry 0x013c: 0xfffff80002ade540 (NtRenameTransactionManager) owned by ntoskrnl.exe
  Entry 0x013d: 0xfffff80002b1cab0 (NtReplaceKey) owned by ntoskrnl.exe
  Entry 0x013e: 0xfffff800027c1e90 (NtReplacePartitionUnit) owned by ntoskrnl.exe
  Entry 0x013f: 0xfffff80002a8dcd0 (NtReplyWaitReplyPort) owned by ntoskrnl.exe
  Entry 0x0140: 0xfffff800029918e0 (NtRequestPort) owned by ntoskrnl.exe
  Entry 0x0141: 0xfffff80002ab2a00 (NtResetEvent) owned by ntoskrnl.exe
  Entry 0x0142: 0xfffff8000263f440 (NtResetWriteWatch) owned by ntoskrnl.exe
  Entry 0x0143: 0xfffff80002b1cd90 (NtRestoreKey) owned by ntoskrnl.exe
  Entry 0x0144: 0xfffff80002aeb560 (NtResumeProcess) owned by ntoskrnl.exe
  Entry 0x0145: 0xfffff80002ac66a0 (NtRollbackComplete) owned by ntoskrnl.exe
  Entry 0x0146: 0xfffff80002ae73a0 (NtRollbackEnlistment) owned by ntoskrnl.exe
  Entry 0x0147: 0xfffff80002aed6f0 (NtRollbackTransaction) owned by ntoskrnl.exe
  Entry 0x0148: 0xfffff80002aef210 (NtRollforwardTransactionManager) owned by ntoskrnl.exe
  Entry 0x0149: 0xfffff80002b1ad00 (NtSaveKey) owned by ntoskrnl.exe
  Entry 0x014a: 0xfffff80002b1aa50 (NtSaveKeyEx) owned by ntoskrnl.exe
  Entry 0x014b: 0xfffff80002b1a880 (NtSaveMergedKeys) owned by ntoskrnl.exe
  Entry 0x014c: 0xfffff8000294b5f4 (NtSecureConnectPort) owned by ntoskrnl.exe
  Entry 0x014d: 0xfffff80002a71c10 (NtSerializeBoot) owned by ntoskrnl.exe
  Entry 0x014e: 0xfffff80002ae0dc0 (NtSetBootEntryOrder) owned by ntoskrnl.exe
  Entry 0x014f: 0xfffff80002a92040 (NtSetBootOptions) owned by ntoskrnl.exe
  Entry 0x0150: 0xfffff800028ee410 (NtSetContextThread) owned by ntoskrnl.exe
  Entry 0x0151: 0xfffff80002a6dfc0 (NtSetDebugFilterState) owned by ntoskrnl.exe
  Entry 0x0152: 0xfffff80002a72150 (NtSetDefaultHardErrorPort) owned by ntoskrnl.exe
  Entry 0x0153: 0xfffff80002a4a4d0 (NtSetDefaultLocale) owned by ntoskrnl.exe
  Entry 0x0154: 0xfffff80002a4bbb0 (NtSetDefaultUILanguage) owned by ntoskrnl.exe
  Entry 0x0155: 0xfffff80002ae0b20 (NtSetDriverEntryOrder) owned by ntoskrnl.exe
  Entry 0x0156: 0xfffff80002b04300 (NtSetEaFile) owned by ntoskrnl.exe
  Entry 0x0157: 0xfffff80002ac59a0 (NtSetHighEventPair) owned by ntoskrnl.exe
  Entry 0x0158: 0xfffff80002ac6150 (NtSetHighWaitLowEventPair) owned by ntoskrnl.exe
  Entry 0x0159: 0xfffff80002ac26d0 (NtSetInformationDebugObject) owned by ntoskrnl.exe
  Entry 0x015a: 0xfffff80002ac20a0 (NtSetInformationEnlistment) owned by ntoskrnl.exe
  Entry 0x015b: 0xfffff80002aea1f0 (NtSetInformationJobObject) owned by ntoskrnl.exe
  Entry 0x015c: 0xfffff800029414c0 (NtSetInformationKey) owned by ntoskrnl.exe
  Entry 0x015d: 0xfffff80002af52c0 (NtSetInformationResourceManager) owned by ntoskrnl.exe
  Entry 0x015e: 0xfffff800029347b8 (NtSetInformationToken) owned by ntoskrnl.exe
  Entry 0x015f: 0xfffff80002af6a60 (NtSetInformationTransaction) owned by ntoskrnl.exe
  Entry 0x0160: 0xfffff80002ade4a0 (NtSetInformationTransactionManager) owned by ntoskrnl.exe
  Entry 0x0161: 0xfffff8000268edf0 (NtSetInformationWorkerFactory) owned by ntoskrnl.exe
  Entry 0x0162: 0xfffff80002a47af0 (NtSetIntervalProfile) owned by ntoskrnl.exe
  Entry 0x0163: 0xfffff80002931010 (NtSetIoCompletion) owned by ntoskrnl.exe
  Entry 0x0164: 0xfffff80002ab1fd0 (NtSetIoCompletionEx) owned by ntoskrnl.exe
  Entry 0x0165: 0xfffff80002724210 (NtSetLdtEntries) owned by ntoskrnl.exe
  Entry 0x0166: 0xfffff80002ac5a10 (NtSetLowEventPair) owned by ntoskrnl.exe
  Entry 0x0167: 0xfffff80002ac61d0 (NtSetLowWaitHighEventPair) owned by ntoskrnl.exe
  Entry 0x0168: 0xfffff80002b060c0 (NtSetQuotaInformationFile) owned by ntoskrnl.exe
  Entry 0x0169: 0xfffff8000293b538 (NtSetSecurityObject) owned by ntoskrnl.exe
  Entry 0x016a: 0xfffff80002ae1060 (NtSetSystemEnvironmentValue) owned by ntoskrnl.exe
  Entry 0x016b: 0xfffff80002b05680 (NtSetSystemEnvironmentValueEx) owned by ntoskrnl.exe
  Entry 0x016c: 0xfffff80002b131a0 (NtSetSystemInformation) owned by ntoskrnl.exe
  Entry 0x016d: 0xfffff800028e8450 (NtSetSystemPowerState) owned by ntoskrnl.exe
  Entry 0x016e: 0xfffff80002ab92b0 (NtSetSystemTime) owned by ntoskrnl.exe
  Entry 0x016f: 0xfffff80002ae3650 (NtSetThreadExecutionState) owned by ntoskrnl.exe
  Entry 0x0170: 0xfffff8000264d7c4 (NtSetTimerEx) owned by ntoskrnl.exe
  Entry 0x0171: 0xfffff80002ac47a0 (NtSetTimerResolution) owned by ntoskrnl.exe
  Entry 0x0172: 0xfffff80002af4f00 (NtSetUuidSeed) owned by ntoskrnl.exe
  Entry 0x0173: 0xfffff800029c2040 (NtSetVolumeInformationFile) owned by ntoskrnl.exe
  Entry 0x0174: 0xfffff80002b1edb0 (NtShutdownSystem) owned by ntoskrnl.exe
  Entry 0x0175: 0xfffff80002955dd8 (NtShutdownWorkerFactory) owned by ntoskrnl.exe
  Entry 0x0176: 0xfffff800027adee0 (NtSignalAndWaitForSingleObject) owned by ntoskrnl.exe
  Entry 0x0177: 0xfffff80002aeef50 (NtSinglePhaseReject) owned by ntoskrnl.exe
  Entry 0x0178: 0xfffff80002afdab0 (NtStartProfile) owned by ntoskrnl.exe
  Entry 0x0179: 0xfffff80002ac9360 (NtStopProfile) owned by ntoskrnl.exe
  Entry 0x017a: 0xfffff80002aecc30 (NtSuspendProcess) owned by ntoskrnl.exe
  Entry 0x017b: 0xfffff800028ee930 (NtSuspendThread) owned by ntoskrnl.exe
  Entry 0x017c: 0xfffff80002930ab0 (NtSystemDebugControl) owned by ntoskrnl.exe
  Entry 0x017d: 0xfffff800028fd890 (NtTerminateJobObject) owned by ntoskrnl.exe
  Entry 0x017e: 0xfffff8000299176c (NtTestAlert) owned by ntoskrnl.exe
  Entry 0x017f: 0xfffff80002796f40 (NtThawRegistry) owned by ntoskrnl.exe
  Entry 0x0180: 0xfffff80002a735c0 (NtThawTransactions) owned by ntoskrnl.exe
  Entry 0x0181: 0xfffff800029450a0 (NtTraceControl) owned by ntoskrnl.exe
  Entry 0x0182: 0xfffff80002ac33c0 (NtTranslateFilePath) owned by ntoskrnl.exe
  Entry 0x0183: 0xfffff80002a24310 (NtUmsThreadYield) owned by ntoskrnl.exe
  Entry 0x0184: 0xfffff80002a85dc0 (NtUnloadDriver) owned by ntoskrnl.exe
  Entry 0x0185: 0xfffff8000292bb40 (NtUnloadKey) owned by ntoskrnl.exe
  Entry 0x0186: 0xfffff80002923ea4 (NtUnloadKey2) owned by ntoskrnl.exe
  Entry 0x0187: 0xfffff80002aee730 (NtUnloadKeyEx) owned by ntoskrnl.exe
  Entry 0x0188: 0xfffff800029137fc (NtUnlockFile) owned by ntoskrnl.exe
  Entry 0x0189: 0xfffff800027ad410 (NtUnlockVirtualMemory) owned by ntoskrnl.exe
  Entry 0x018a: 0xfffff80002b02cd0 (NtVdmControl) owned by ntoskrnl.exe
  Entry 0x018b: 0xfffff80002ad63d0 (NtWaitForDebugEvent) owned by ntoskrnl.exe
  Entry 0x018c: 0xfffff80002986ab4 (NtWaitForKeyedEvent) owned by ntoskrnl.exe
  Entry 0x018d: 0xfffff8000268b2a0 (NtWaitForWorkViaWorkerFactory) owned by ntoskrnl.exe
  Entry 0x018e: 0xfffff80002abc600 (NtWaitHighEventPair) owned by ntoskrnl.exe
  Entry 0x018f: 0xfffff80002abc690 (NtWaitLowEventPair) owned by ntoskrnl.exe
  Entry 0x0190: 0xfffff80002693750 (NtWorkerFactoryWorkerReady) owned by ntoskrnl.exe
SSDT[1] at fffff960001b1f00 with 827 entries
  Entry 0x1000: 0xfffff960001a5974 (NtUserGetThreadState) owned by win32k.sys
  Entry 0x1001: 0xfffff960001a2a50 (NtUserPeekMessage) owned by win32k.sys
  Entry 0x1002: 0xfffff960001b3f6c (NtUserCallOneParam) owned by win32k.sys
  Entry 0x1003: 0xfffff960001c211c (NtUserGetKeyState) owned by win32k.sys
  Entry 0x1004: 0xfffff960001bb500 (NtUserInvalidateRect) owned by win32k.sys
  Entry 0x1005: 0xfffff960001b4164 (NtUserCallNoParam) owned by win32k.sys
  Entry 0x1006: 0xfffff960001ab990 (NtUserGetMessage) owned by win32k.sys
  Entry 0x1007: 0xfffff9600018ffb0 (NtUserMessageCall) owned by win32k.sys
  Entry 0x1008: 0xfffff9600016997c (NtGdiBitBlt) owned by win32k.sys
  Entry 0x1009: 0xfffff960002ae420 (NtGdiGetCharSet) owned by win32k.sys
  Entry 0x100a: 0xfffff9600019f1e8 (NtUserGetDC) owned by win32k.sys
  Entry 0x100b: 0xfffff96000196fe0 (NtGdiSelectBitmap) owned by win32k.sys
  Entry 0x100c: 0xfffff960001be48c (NtUserWaitMessage) owned by win32k.sys
  Entry 0x100d: 0xfffff960001bce60 (NtUserTranslateMessage) owned by win32k.sys
  Entry 0x100e: 0xfffff960001c07bc (NtUserGetProp) owned by win32k.sys
  Entry 0x100f: 0xfffff960001b0a30 (NtUserPostMessage) owned by win32k.sys
  Entry 0x1010: 0xfffff96000163a48 (NtUserQueryWindow) owned by win32k.sys
  Entry 0x1011: 0xfffff960001b6dc8 (NtUserTranslateAccelerator) owned by win32k.sys
  Entry 0x1012: 0xfffff96000157218 (NtGdiFlush) owned by win32k.sys
  Entry 0x1013: 0xfffff960001bd848 (NtUserRedrawWindow) owned by win32k.sys
  Entry 0x1014: 0xfffff960001bd150 (NtUserWindowFromPoint) owned by win32k.sys
  Entry 0x1015: 0xfffff960001c1b20 (NtUserCallMsgFilter) owned by win32k.sys
  Entry 0x1016: 0xfffff960001b56cc (NtUserValidateTimerCallback) owned by win32k.sys
  Entry 0x1017: 0xfffff960001bd2e4 (NtUserBeginPaint) owned by win32k.sys
  Entry 0x1018: 0xfffff96000163e2c (NtUserSetTimer) owned by win32k.sys
  Entry 0x1019: 0xfffff960001bd48c (NtUserEndPaint) owned by win32k.sys
  Entry 0x101a: 0xfffff960001bc044 (NtUserSetCursor) owned by win32k.sys
  Entry 0x101b: 0xfffff96000164760 (NtUserKillTimer) owned by win32k.sys
  Entry 0x101c: 0xfffff96000154630 (NtUserBuildHwndList) owned by win32k.sys
  Entry 0x101d: 0xfffff96000159f50 (NtUserSelectPalette) owned by win32k.sys
  Entry 0x101e: 0xfffff960001c4a30 (NtUserCallNextHookEx) owned by win32k.sys
  Entry 0x101f: 0xfffff960001bb308 (NtUserHideCaret) owned by win32k.sys
  Entry 0x1020: 0xfffff960002d8df4 (NtGdiIntersectClipRect) owned by win32k.sys
  Entry 0x1021: 0xfffff960001b9fb0 (NtUserCallHwndLock) owned by win32k.sys
  Entry 0x1022: 0xfffff96000199b78 (NtUserGetProcessWindowStation) owned by win32k.sys
  Entry 0x1023: 0xfffff96000166668 (NtGdiDeleteObjectApp) owned by win32k.sys
  Entry 0x1024: 0xfffff960001b72e8 (NtUserSetWindowPos) owned by win32k.sys
  Entry 0x1025: 0xfffff960001bc7bc (NtUserShowCaret) owned by win32k.sys
  Entry 0x1026: 0xfffff960001b6b40 (NtUserEndDeferWindowPosEx) owned by win32k.sys
  Entry 0x1027: 0xfffff960001ba1e0 (NtUserCallHwndParamLock) owned by win32k.sys
  Entry 0x1028: 0xfffff960001c0950 (NtUserVkKeyScanEx) owned by win32k.sys
  Entry 0x1029: 0xfffff9600015eea0 (NtGdiSetDIBitsToDeviceInternal) owned by win32k.sys
  Entry 0x102a: 0xfffff960001665f4 (NtUserCallTwoParam) owned by win32k.sys
  Entry 0x102b: 0xfffff960002d8d84 (NtGdiGetRandomRgn) owned by win32k.sys
  Entry 0x102c: 0xfffff960001bff4c (NtUserCopyAcceleratorTable) owned by win32k.sys
  Entry 0x102d: 0xfffff960001b85f0 (NtUserNotifyWinEvent) owned by win32k.sys
  Entry 0x102e: 0xfffff960002d8c90 (NtGdiExtSelectClipRgn) owned by win32k.sys
  Entry 0x102f: 0xfffff960001bb64c (NtUserIsClipboardFormatAvailable) owned by win32k.sys
  Entry 0x1030: 0xfffff9600015dd8c (NtUserSetScrollInfo) owned by win32k.sys
  Entry 0x1031: 0xfffff960002d8cac (NtGdiStretchBlt) owned by win32k.sys
  Entry 0x1032: 0xfffff960001bd3dc (NtUserCreateCaret) owned by win32k.sys
  Entry 0x1033: 0xfffff960002d7a70 (NtGdiRectVisible) owned by win32k.sys
  Entry 0x1034: 0xfffff960002d90b0 (NtGdiCombineRgn) owned by win32k.sys
  Entry 0x1035: 0xfffff9600015ae20 (NtGdiGetDCObject) owned by win32k.sys
  Entry 0x1036: 0xfffff960001b97a0 (NtUserDispatchMessage) owned by win32k.sys
  Entry 0x1037: 0xfffff96000198640 (NtUserRegisterWindowMessage) owned by win32k.sys
  Entry 0x1038: 0xfffff960002d9588 (NtGdiExtTextOutW) owned by win32k.sys
  Entry 0x1039: 0xfffff960002d8c84 (NtGdiSelectFont) owned by win32k.sys
  Entry 0x103a: 0xfffff9600015af78 (NtGdiRestoreDC) owned by win32k.sys
  Entry 0x103b: 0xfffff9600015a020 (NtGdiSaveDC) owned by win32k.sys
  Entry 0x103c: 0xfffff96000152744 (NtUserGetForegroundWindow) owned by win32k.sys
  Entry 0x103d: 0xfffff960001bc82c (NtUserShowScrollBar) owned by win32k.sys
  Entry 0x103e: 0xfffff960001877b8 (NtUserFindExistingCursorIcon) owned by win32k.sys
  Entry 0x103f: 0xfffff96000106f90 (NtGdiGetDCDword) owned by win32k.sys
  Entry 0x1040: 0xfffff96000291648 (NtGdiGetRegionData) owned by win32k.sys
  Entry 0x1041: 0xfffff960002de070 (NtGdiLineTo) owned by win32k.sys
  Entry 0x1042: 0xfffff96000199ba8 (NtUserSystemParametersInfo) owned by win32k.sys
  Entry 0x1043: 0xfffff960002d7b20 (NtGdiGetAppClipBox) owned by win32k.sys
  Entry 0x1044: 0xfffff960001ba940 (NtUserGetAsyncKeyState) owned by win32k.sys
  Entry 0x1045: 0xfffff960001bfec8 (NtUserGetCPD) owned by win32k.sys
  Entry 0x1046: 0xfffff960001c06d0 (NtUserRemoveProp) owned by win32k.sys
  Entry 0x1047: 0xfffff9600017c670 (NtGdiDoPalette) owned by win32k.sys
  Entry 0x1048: 0xfffff960002d6ddc (NtGdiPolyPolyDraw) owned by win32k.sys
  Entry 0x1049: 0xfffff960001bbe2c (NtUserSetCapture) owned by win32k.sys
  Entry 0x104a: 0xfffff960001c543c (NtUserEnumDisplayMonitors) owned by win32k.sys
  Entry 0x104b: 0xfffff960001692f4 (NtGdiCreateCompatibleBitmap) owned by win32k.sys
  Entry 0x104c: 0xfffff960001c0840 (NtUserSetProp) owned by win32k.sys
  Entry 0x104d: 0xfffff960002dab08 (NtGdiGetTextCharsetInfo) owned by win32k.sys
  Entry 0x104e: 0xfffff960001c225c (NtUserSBGetParms) owned by win32k.sys
  Entry 0x104f: 0xfffff96000182cf0 (NtUserGetIconInfo) owned by win32k.sys
  Entry 0x1050: 0xfffff960001bd574 (NtUserExcludeUpdateRgn) owned by win32k.sys
  Entry 0x1051: 0xfffff960001bc0b0 (NtUserSetFocus) owned by win32k.sys
  Entry 0x1052: 0xfffff96000169208 (NtGdiExtGetObjectW) owned by win32k.sys
  Entry 0x1053: 0xfffff960001b6968 (NtUserDeferWindowPos) owned by win32k.sys
  Entry 0x1054: 0xfffff960001bb238 (NtUserGetUpdateRect) owned by win32k.sys
  Entry 0x1055: 0xfffff96000196e30 (NtGdiCreateCompatibleDC) owned by win32k.sys
  Entry 0x1056: 0xfffff960001bb020 (NtUserGetClipboardSequenceNumber) owned by win32k.sys
  Entry 0x1057: 0xfffff960002d8ca0 (NtGdiCreatePen) owned by win32k.sys
  Entry 0x1058: 0xfffff9600017c568 (NtUserShowWindow) owned by win32k.sys
  Entry 0x1059: 0xfffff96000132288 (NtUserGetKeyboardLayoutList) owned by win32k.sys
  Entry 0x105a: 0xfffff960002d3170 (NtGdiPatBlt) owned by win32k.sys
  Entry 0x105b: 0xfffff960001c0634 (NtUserMapVirtualKeyEx) owned by win32k.sys
  Entry 0x105c: 0xfffff9600015dea0 (NtUserSetWindowLong) owned by win32k.sys
  Entry 0x105d: 0xfffff96000106e48 (NtGdiHfontCreate) owned by win32k.sys
  Entry 0x105e: 0xfffff960001b6ca0 (NtUserMoveWindow) owned by win32k.sys
  Entry 0x105f: 0xfffff9600016439c (NtUserPostThreadMessage) owned by win32k.sys
  Entry 0x1060: 0xfffff960001b67f0 (NtUserDrawIconEx) owned by win32k.sys
  Entry 0x1061: 0xfffff96000174100 (NtUserGetSystemMenu) owned by win32k.sys
  Entry 0x1062: 0xfffff960002daf4c (NtGdiDrawStream) owned by win32k.sys
  Entry 0x1063: 0xfffff960001bded4 (NtUserInternalGetWindowText) owned by win32k.sys
  Entry 0x1064: 0xfffff960001bd748 (NtUserGetWindowDC) owned by win32k.sys
  Entry 0x1065: 0xfffff96000268fa4 (NtGdiD3dDrawPrimitives2) owned by win32k.sys
  Entry 0x1066: 0xfffff9600028fb0c (NtGdiInvertRgn) owned by win32k.sys
  Entry 0x1067: 0xfffff960002d91b8 (NtGdiGetRgnBox) owned by win32k.sys
  Entry 0x1068: 0xfffff960002dca20 (NtGdiGetAndSetDCDword) owned by win32k.sys
  Entry 0x1069: 0xfffff960002d7d94 (NtGdiMaskBlt) owned by win32k.sys
  Entry 0x106a: 0xfffff9600013cfe0 (NtGdiGetWidthTable) owned by win32k.sys
  Entry 0x106b: 0xfffff96000153278 (NtUserScrollDC) owned by win32k.sys
  Entry 0x106c: 0xfffff96000199624 (NtUserGetObjectInformation) owned by win32k.sys
  Entry 0x106d: 0xfffff96000196e80 (NtGdiCreateBitmap) owned by win32k.sys
  Entry 0x106e: 0xfffff960001c004c (NtUserFindWindowEx) owned by win32k.sys
  Entry 0x106f: 0xfffff960002d34fc (NtGdiPolyPatBlt) owned by win32k.sys
  Entry 0x1070: 0xfffff960001bceec (NtUserUnhookWindowsHookEx) owned by win32k.sys
  Entry 0x1071: 0xfffff9600015e000 (NtGdiGetNearestColor) owned by win32k.sys
  Entry 0x1072: 0xfffff960002da9a8 (NtGdiTransformPoints) owned by win32k.sys
  Entry 0x1073: 0xfffff960002da818 (NtGdiGetDCPoint) owned by win32k.sys
  Entry 0x1074: 0xfffff960002e471c (NtGdiCreateDIBBrush) owned by win32k.sys
  Entry 0x1075: 0xfffff96000106f20 (NtGdiGetTextMetricsW) owned by win32k.sys
  Entry 0x1076: 0xfffff9600019017c (NtUserCreateWindowEx) owned by win32k.sys
  Entry 0x1077: 0xfffff960001bc2a8 (NtUserSetParent) owned by win32k.sys
  Entry 0x1078: 0xfffff960001c1fa0 (NtUserGetKeyboardState) owned by win32k.sys
